sort2,sort1,species,replicate,tag_ID,site,age,date,year,segment,node_below,node_above,plant_status,use_status,stem_weight,leaf_weight,root_weight,diameter_1,diameter_2,diameter_3,diameter_ave,total_stem_weight,total_leaf_weight,total_plant_weight,height,notes
131,,GRBU,9,GRBU_009,Basin2005,7,9-May-13,2013,1,0,1,alive,use,9510,1529.5,,7.73,7.76,7.63,7.71,11676.2,4502.8,16179,640,
2132,,GRBU,9,GRBU_009,Basin2005,7,23-Mar-12,2012,2,1,2,alive,,,,,3.29,,,3.29,,,,,
132,,GRBU,9,GRBU_009,Basin2005,7,9-May-13,2013,2,1,2,alive,,1792.3,1948.2,,3.59,,,3.59,2166.2,2973.3,5139.5,,
2133,,GRBU,9,GRBU_009,Basin2005,7,23-Mar-12,2012,3,2,3,alive,,,,,1.75,,,1.75,,,,,
133,,GRBU,9,GRBU_009,Basin2005,7,9-May-13,2013,3,2,3,alive,,373.9,1025.1,,2.05,,,2.05,373.9,1025.1,1399,,
2134,3377,GRSP,2,GRSP_002,Basin2005,7,16-Mar-12,2012,1,0,1,alive,use,,,,6.21,6.14,6.18,6.18,,,,560,
134,1377,GRSP,2,GRSP_002,Basin2005,7,10-May-13,2013,1,0,1,alive,use,8370,2235.7,,6.97,7.11,7.01,7.03,11135.8,5809.1,16944.9,600,
2135,3444,GRSP,2,GRSP_002,Basin2005,7,16-Mar-12,2012,2,1,2,alive,,,,,2.99,,,2.99,,,,,
135,1444,GRSP,2,GRSP_002,Basin2005,7,10-May-13,2013,2,1,2,alive,,1960,2112,,3.94,,,3.94,2765.8,3573.4,6339.2,,
2136,3449,GRSP,2,GRSP_002,Basin2005,7,16-Mar-12,2012,3,2,3,alive,,,,,1.74,,,1.74,,,,,
136,1449,GRSP,2,GRSP_002,Basin2005,7,10-May-13,2013,3,2,3,alive,,684.2,1040.9,,2.34,,,2.34,805.8,1461.4,2267.2,,
2137,3438,GRSP,2,GRSP_002,Basin2005,7,16-Mar-12,2012,4,3,4,alive,,,,,,,,,,,,,
137,1438,GRSP,2,GRSP_002,Basin2005,7,10-May-13,2013,4,3,4,alive,,121.6,420.5,,1.21,,,1.21,121.6,420.5,542.1,,
138,1445,GRSP,2,GRSP_002,Basin2005,7,10-May-13,2013,shed,,,alive,,2790,,,,,,,,,,,
2139,3451,GRSP,3,GRSP_003,Basin2005,7,16-Mar-12,2012,1,0,1,alive,use,,,,6.3,6.31,6.28,6.3,,,,645,
139,1451,GRSP,3,GRSP_003,Basin2005,7,10-May-13,2013,1,0,1,alive,use,10720,4394.5,,8.12,7.98,8.06,8.05,29270.3,12200.3,41470.6,700,
2140,3387,GRSP,3,GRSP_003,Basin2005,7,16-Mar-12,2012,1.2,1,9,alive,,,,,4.43,,,4.43,,,,,
140,1387,GRSP,3,GRSP_003,Basin2005,7,10-May-13,2013,1.2,1,9,alive,,12840,4346.4,,5.69,,,5.69,12840,4346.4,17186.4,,
2141,3458,GRSP,3,GRSP_003,Basin2005,7,16-Mar-12,2012,2,1,2,alive,,,,,3.12,,,3.12,,,,,
141,1458,GRSP,3,GRSP_003,Basin2005,7,10-May-13,2013,2,1,2,alive,,4940,2825.9,,4.58,,,4.58,5710.3,3459.4,9169.7,,
2142,3450,GRSP,3,GRSP_003,Basin2005,7,16-Mar-12,2012,3,2,3,alive,,,,,1.72,,,1.72,,,,,
142,1450,GRSP,3,GRSP_003,Basin2005,7,10-May-13,2013,3,2,3,alive,,691.8,356.3,,2.34,,,2.34,770.3,633.5,1403.8,,
2143,3441,GRSP,3,GRSP_003,Basin2005,7,16-Mar-12,2012,4,3,4,alive,,,,,,,,,,,,,
143,1441,GRSP,3,GRSP_003,Basin2005,7,10-May-13,2013,4,3,4,alive,,78.5,277.2,,1.15,,,1.15,78.5,277.2,355.7,,
2144,3421,GRSP,4,GRSP_004,Basin2005,7,16-Mar-12,2012,1,0,1,dead,do_not_use,,,,3.28,,,3.28,,,,,
144,1421,GRSP,4,GRSP_004,Basin2005,7,10-May-13,2013,1,0,1,dead,do_not_use,2650,237.9,,4.25,4.17,4.15,4.19,,,,410,
2145,3590,GRSP,5,GRSP_005,Basin2005,7,1-May-12,2012,1,0,1,alive,use,,,,7.29,7.23,7.23,7.25,,,,465,
145,1590,GRSP,5,GRSP_005,Basin2005,7,9-May-13,2013,1,0,1,alive,use,10540,3787.8,,7.9,8.01,8.22,8.04,15134.2,7891.5,23025.7,540,
2146,3586,GRSP,5,GRSP_005,Basin2005,7,1-May-12,2012,1.2,1,9,alive,,,,,3.61,,,3.61,,,,,
146,1586,GRSP,5,GRSP_005,Basin2005,7,9-May-13,2013,1.2,1,9,alive,,3840,3231.3,,4.55,,,4.55,4594.2,4103.7,8697.9,,
2147,3592,GRSP,5,GRSP_005,Basin2005,7,1-May-12,2012,2,1,2,alive,,,,,2.05,,,2.05,,,,,
147,1592,GRSP,5,GRSP_005,Basin2005,7,9-May-13,2013,2,1,2,alive,,754.2,872.4,,2.51,,,2.51,754.2,872.4,1626.6,,
148,1570,GRSP,5,GRSP_005,Basin2005,7,3-May-13,2013,shed,,,alive,,325.6,,,,,,,,,,,
2149,3593,GRSP,6,GRSP_006,Basin2005,7,1-May-12,2012,1,0,1,alive,use,,,,9.51,9.59,9.43,9.51,,,,585,
149,1593,GRSP,6,GRSP_006,Basin2005,7,9-May-13,2013,1,0,1,alive,use,14670,7657.9,,10.21,10.09,10.27,10.19,24781.4,16480.5,41261.9,670,
2150,3596,GRSP,6,GRSP_006,Basin2005,7,1-May-12,2012,2,1,2,alive,,,,,5.37,,,5.37,,,,,
150,1596,GRSP,6,GRSP_006,Basin2005,7,9-May-13,2013,2,1,2,alive,,8860,6709.5,,6.38,,,6.38,10111.4,8822.6,18934,,
2151,3591,GRSP,6,GRSP_006,Basin2005,7,1-May-12,2012,3,2,3,alive,,,,,1.95,,,1.95,,,,,
151,1591,GRSP,6,GRSP_006,Basin2005,7,9-May-13,2013,3,2,3,alive,,1251.4,2113.1,,2.87,,,2.87,1251.4,2113.1,3364.5,,
152,,GRSP,6,GRSP_006,Basin2005,7,9-May-13,2013,shed,,,alive,,825.2,,,,,,,,,,,
2153,,GRSP,7,GRSP_007,Basin2005,7,1-May-12,2012,1,0,1,alive,use,,,,5.26,5.18,5.21,5.22,,,,465,
153,,GRSP,7,GRSP_007,Basin2005,7,9-May-13,2013,1,0,1,alive,use,5270,832.1,,6.07,6.03,5.89,6,8672,6071.5,14743.5,455,
2154,,GRSP,7,GRSP_007,Basin2005,7,1-May-12,2012,2,1,2,alive,,,,,3.18,,,3.18,,,,,
154,,GRSP,7,GRSP_007,Basin2005,7,9-May-13,2013,2,1,2,alive,,1940.9,2249.3,,4.1,,,4.1,3402,5239.4,8641.4,,
2155,,GRSP,7,GRSP_007,Basin2005,7,1-May-12,2012,3,2,3,alive,,,,,1.82,,,1.82,,,,,
155,,GRSP,7,GRSP_007,Basin2005,7,9-May-13,2013,3,2,3,alive,,1461.1,2990.1,,3.15,,,3.15,1461.1,2990.1,4451.2,,
156,,GRSP,7,GRSP_007,Basin2005,7,9-May-13,2013,shed,,,alive,,750.9,,,,,,,,,,,
2157,3399,GRSP,9,GRSP_009,Basin2005,7,28-Jun-12,2012,1,0,1,alive,use,,,,10.16,9.93,10,10.03,,,,740,
157,1399,GRSP,9,GRSP_009,Basin2005,7,10-May-13,2013,1,0,1,alive,use,26600,16420,,10.81,10.85,11.09,10.92,38388,23844,62232,770,
2158,3454,GRSP,9,GRSP_009,Basin2005,7,28-Jun-12,2012,2,1,2,alive,,,,,6.02,,,6.02,,,,,
158,1454,GRSP,9,GRSP_009,Basin2005,7,10-May-13,2013,2,1,2,alive,,10650,5503.6,,6.84,,,6.84,11788,7424,19212,,
2159,3417,GRSP,9,GRSP_009,Basin2005,7,28-Jun-12,2012,3,2,3,alive,,,,,1.94,,,1.94,,,,,
159,1417,GRSP,9,GRSP_009,Basin2005,7,10-May-13,2013,3,2,3,alive,,1045.8,1691.1,,2.99,,,2.99,1138,1920.4,3058.4,,
2160,3400,GRSP,9,GRSP_009,Basin2005,7,28-Jun-12,2012,4,3,4,alive,,,,,,,,,,,,,
160,1400,GRSP,9,GRSP_009,Basin2005,7,10-May-13,2013,4,3,4,alive,,92.2,229.3,,1.8,,,1.8,92.2,229.3,321.5,,
161,1453,GRSP,9,GRSP_009,Basin2005,7,10-May-13,2013,shed,,,alive,,558.9,,,,,,,,,,,a second bag of dead bits with 5493 on it (ie 549.3 mg)
2162,3572,HATE,1,HATE_001,Basin2005,7,15-Mar-14,2012,1,0,1,alive,use,,,,6.19,6.26,6.26,6.24,,,,725,
162,1572,HATE,1,HATE_001,Basin2005,7,3-May-13,2013,1,0,1,alive,use,8120,6998.9,,7.69,7.8,7.63,7.71,9978.5,13937.6,23916.1,740,
2163,3573,HATE,1,HATE_001,Basin2005,7,15-Mar-14,2012,2,1,2,alive,,,,,2.38,,,2.38,,,,,
163,1573,HATE,1,HATE_001,Basin2005,7,3-May-13,2013,2,1,2,alive,,1730,6022.6,,3.55,,,3.55,1858.5,6938.7,8797.2,,
2164,3569,HATE,1,HATE_001,Basin2005,7,15-Mar-14,2012,3,2,3,alive,,,,,,,,,,,,,
164,1569,HATE,1,HATE_001,Basin2005,7,3-May-13,2013,3,2,3,alive,,128.5,916.1,,1.69,,,1.69,128.5,916.1,1044.6,,
2165,,HATE,2,HATE_002,Basin2005,7,3-May-14,2012,1,0,1,alive,use,,,,10.85,10.86,10.87,10.86,,,,1260,
165,,HATE,2,HATE_002,Basin2005,7,16-May-13,2013,1,0,1,alive,use,79150,32850,,13.75,13.75,13.88,13.79,128899.6,96367.2,225266.8,1420,
2166,,HATE,2,HATE_002,Basin2005,7,3-May-14,2012,2,1,2,alive,,,,,6.44,,,6.44,,,,,
166,,HATE,2,HATE_002,Basin2005,7,16-May-13,2013,2,1,2,alive,,34190,32320,,8.94,,,8.94,49749.6,63517.2,113266.8,,
2167,,HATE,2,HATE_002,Basin2005,7,3-May-14,2012,3,2,3,alive,,,,,,,,,,,,,
167,,HATE,2,HATE_002,Basin2005,7,16-May-13,2013,3,2,3,alive,,9950,17730,,7.41,,,7.41,15559.6,31197.2,46756.8,,
2168,,HATE,2,HATE_002,Basin2005,7,3-May-14,2012,4,3,4,alive,,,,,,,,,,,,,
168,,HATE,2,HATE_002,Basin2005,7,16-May-13,2013,4,3,4,alive,,5250,12460,,5.3,,,5.3,5609.6,13467.2,19076.8,,
2169,,HATE,2,HATE_002,Basin2005,7,3-May-14,2012,5,4,5,alive,,,,,,,,,,,,,
169,,HATE,2,HATE_002,Basin2005,7,16-May-13,2013,5,4,5,alive,,359.6,1007.2,,1.91,,,1.91,359.6,1007.2,1366.8,,
2170,,HATE,3,HATE_003,Basin2005,7,3-May-14,2012,1,0,1,alive,use,,,,9.11,8.98,9.06,9.05,,,,975,
170,,HATE,3,HATE_003,Basin2005,7,10-May-13,2013,1,0,1,alive,use,45530,31080,,11.66,11.44,11.72,11.61,52662.2,43012.4,95674.6,990,"extra 67667 in leaves, maybe from this plant; compared leaves, bag weights and it is part of HATE 003"
2171,3439,HATE,3,HATE_003,Basin2005,7,3-May-14,2012,2,1,2,alive,,,,,5.11,,,5.11,,,,,
171,1439,HATE,3,HATE_003,Basin2005,7,10-May-13,2013,2,1,2,alive,,6350,9010,,6.37,,,6.37,7132.2,11932.4,19064.6,,
2172,3442,HATE,3,HATE_003,Basin2005,7,3-May-14,2012,3,2,3,alive,,,,,,,,,,,,,
172,1442,HATE,3,HATE_003,Basin2005,7,10-May-13,2013,3,2,3,alive,,702,2367.9,,2.76,,,2.76,782.2,2922.4,3704.6,,
2173,3448,HATE,3,HATE_003,Basin2005,7,3-May-14,2012,4,3,4,alive,,,,,,,,,,,,,
173,1448,HATE,3,HATE_003,Basin2005,7,10-May-13,2013,4,3,4,alive,,80.2,554.5,,1.14,,,1.14,80.2,554.5,634.7,,
174,,HATE,3,HATE_003,Basin2005,7,10-May-13,2013,shed,,,alive,,1312.7,,,,,,,,,,,
2175,,HATE,4,HATE_004,Basin2005,7,3-May-14,2012,1,0,1,alive,use,,,,13.28,13.2,13.3,13.26,,,,1340,
175,,HATE,4,HATE_004,Basin2005,7,16-May-13,2013,1,0,1,alive,use,100080,43990,,18.34,18.5,18.4,18.41,186552.4,140728.2,327280.6,1585,
2176,,HATE,4,HATE_004,Basin2005,7,3-May-14,2012,2,1,2,alive,,,,,8.49,,,8.49,,,,,
176,,HATE,4,HATE_004,Basin2005,7,16-May-13,2013,2,1,2,alive,,40160,43450,,12.52,,,12.52,86472.4,96738.2,183210.6,,
2177,,HATE,4,HATE_004,Basin2005,7,3-May-14,2012,3,2,3,alive,,,,,7.39,,,7.39,,,,,
177,,HATE,4,HATE_004,Basin2005,7,16-May-13,2013,3,2,3,alive,,37670,41630,,9.87,,,9.87,46312.4,53288.2,99600.6,,
2178,,HATE,4,HATE_004,Basin2005,7,3-May-14,2012,4,3,4,alive,,,,,4.26,,,4.26,,,,,
178,,HATE,4,HATE_004,Basin2005,7,16-May-13,2013,4,3,4,alive,,7900,10488.5,,6.9,,,6.9,8642.4,11658.2,20300.6,,
2179,,HATE,4,HATE_004,Basin2005,7,3-May-14,2012,5,4,5,alive,,,,,,,,,,,,,
179,,HATE,4,HATE_004,Basin2005,7,16-May-13,2013,5,4,5,alive,,742.4,1169.7,,2.4,,,2.4,742.4,1169.7,1912.1,,
,,HATE,4,HATE_004,Basin2005,7,16-May-13,2013,shed,,,alive,,133.62,,,,,,,,,,,
2180,,HATE,5,HATE_005,Basin2005,7,3-May-14,2012,1,0,1,alive,use,,,,10.69,10.58,10.56,10.61,,,,1530,
180,,HATE,5,HATE_005,Basin2005,7,9-May-13,2013,1,0,1,alive,use,65000,36920,,12.86,13.05,13.1,13,102562,62157.5,164719.5,1630,
2181,3613,HATE,5,HATE_005,Basin2005,7,3-May-14,2012,2,1,2,alive,,,,,7.48,,,7.48,,,,,
181,1613,HATE,5,HATE_005,Basin2005,7,9-May-13,2013,2,1,2,alive,,32630,18170,,8.65,,,8.65,37562,25237.5,62799.5,,
2182,3607,HATE,5,HATE_005,Basin2005,7,3-May-14,2012,3,2,3,alive,,,,,3.7,,,3.7,,,,,
182,1607,HATE,5,HATE_005,Basin2005,7,9-May-13,2013,3,2,3,alive,,4720.8,6318.8,,4.83,,,4.83,4932,7067.5,11999.5,,
2183,3637,HATE,5,HATE_005,Basin2005,7,3-May-14,2012,4,3,4,alive,,,,,,,,,,,,,
183,1637,HATE,5,HATE_005,Basin2005,7,9-May-13,2013,4,3,4,alive,,211.2,748.7,,1.53,,,1.53,211.2,748.7,959.9,,
2184,,HATE,6,HATE_006,Basin2005,7,3-May-14,2012,1,0,1,alive,use,,,,9.82,9.75,9.67,9.75,,,,1620,
184,,HATE,6,HATE_006,Basin2005,7,9-May-13,2013,1,0,1,alive,use,744.2,35120,,13.41,13.31,13.6,13.44,38724,79850.7,118574.7,2050,
2185,3638,HATE,6,HATE_006,Basin2005,7,3-May-14,2012,2,1,2,alive,,,,,6.18,,,6.18,,,,,
185,1638,HATE,6,HATE_006,Basin2005,7,9-May-13,2013,2,1,2,alive,,25840,25700,,9.27,,,9.27,37979.8,44730.7,82710.5,,
2186,3622,HATE,6,HATE_006,Basin2005,7,3-May-14,2012,3,2,3,alive,,,,,3.35,,,3.35,,,,,
186,1622,HATE,6,HATE_006,Basin2005,7,9-May-13,2013,3,2,3,alive,,7400,12080,,6.11,,,6.11,12139.8,19030.7,31170.5,,
2187,3619,HATE,6,HATE_006,Basin2005,7,3-May-14,2012,4,3,4,alive,,,,,2.1,,,2.1,,,,,
187,1619,HATE,6,HATE_006,Basin2005,7,9-May-13,2013,4,3,4,alive,,3930,5759.4,,4.45,,,4.45,4739.8,6950.7,11690.5,,
2188,3620,HATE,6,HATE_006,Basin2005,7,3-May-14,2012,5,4,5,alive,,,,,,,,,,,,,
188,1620,HATE,6,HATE_006,Basin2005,7,9-May-13,2013,5,4,5,alive,,809.8,1191.3,,2.17,,,2.17,809.8,1191.3,2001.1,,
2189,3599,HATE,7,HATE_007,Basin2005,7,3-May-14,2012,1,0,1,alive,use,,,,8.1,7.86,7.81,7.92,,,,795,
189,1599,HATE,7,HATE_007,Basin2005,7,9-May-13,2013,1,0,1,alive,use,11510,1399.4,,9.46,9.53,9.47,9.49,17990.6,17292.4,35283,830,
2190,3598,HATE,7,HATE_007,Basin2005,7,3-May-14,2012,2,1,2,alive,,,,,4.58,,,4.58,,,,,
190,1598,HATE,7,HATE_007,Basin2005,7,9-May-13,2013,2,1,2,alive,,4260,9180.3,,5.6,,,5.6,6480.6,15893,22373.6,,
2191,3601,HATE,7,HATE_007,Basin2005,7,3-May-14,2012,3,2,3,alive,,,,,3.09,,,3.09,,,,,
191,1601,HATE,7,HATE_007,Basin2005,7,9-May-13,2013,3,2,3,alive,,1829.4,5142.8,,4.21,,,4.21,2220.6,6712.7,8933.3,,
2192,3600,HATE,7,HATE_007,Basin2005,7,3-May-14,2012,4,3,4,alive,,,,,2.18,,,2.18,,,,,
192,1600,HATE,7,HATE_007,Basin2005,7,9-May-13,2013,4,3,4,alive,,391.2,1569.9,,3,,,3,391.2,1569.9,1961.1,,
2193,3401,HEPU,1,HEPU_001,Basin2005,7,15-Mar-12,2012,1,0,1,alive,use,,,,1.76,1.77,1.74,1.76,,,,225,
193,1401,HEPU,1,HEPU_001,Basin2005,7,10-May-13,2013,1,0,1,alive,use,279.2,120.2,,2.08,2.02,2.05,2.05,489.5,385.1,874.6,210,
2194,3405,HEPU,1,HEPU_001,Basin2005,7,15-Mar-12,2012,2,1,2,alive,,,,,1.46,,,1.46,,,,,
194,1405,HEPU,1,HEPU_001,Basin2005,7,10-May-13,2013,2,1,2,alive,,175.5,188.6,,1.68,,,1.68,210.3,264.9,475.2,,
2195,3398,HEPU,1,HEPU_001,Basin2005,7,15-Mar-12,2012,3,2,3,alive,,,,,0.74,,,0.74,,,,,
195,1398,HEPU,1,HEPU_001,Basin2005,7,10-May-13,2013,3,2,3,alive,,34.8,76.3,,0.65,,,0.65,34.8,76.3,111.1,,
196,1395,HEPU,1,HEPU_001,Basin2005,7,10-May-13,2013,shed,,,alive,,103,,,,,,,,,,,
2197,3406,HEPU,2,HEPU_002,Basin2005,7,15-Mar-12,2012,1,0,1,alive,use,,,,1.23,1.11,1.14,1.16,,,,333,
197,1406,HEPU,2,HEPU_002,Basin2005,7,10-May-13,2013,1,0,1,alive,use,223.8,32,,1.59,1.66,1.56,1.6,356.1,233.6,589.7,310,
2198,3403,HEPU,2,HEPU_002,Basin2005,7,15-Mar-12,2012,2,1,2,alive,,,,,1.07,,,1.07,,,,,
198,1403,HEPU,2,HEPU_002,Basin2005,7,10-May-13,2013,2,1,2,alive,,112.9,162.9,,1.13,,,1.13,132.3,201.6,333.9,,
2199,3402,HEPU,2,HEPU_002,Basin2005,7,15-Mar-12,2012,3,2,3,alive,,,,,0.41,,,0.41,,,,,
199,1402,HEPU,2,HEPU_002,Basin2005,7,10-May-13,2013,3,2,3,alive,,19.4,38.7,,0.68,,,0.68,19.4,38.7,58.1,,
2200,3446,HEPU,2,HEPU_002,Basin2005,7,15-Mar-12,2012,sides,,,alive,,,,,,,,,,,,,
200,1446,HEPU,2,HEPU_002,Basin2005,7,10-May-13,2013,sides,,,alive,,246.6,163.7,,,,,,,,,,
2201,3422,HEPU,3,HEPU_003,Basin2005,7,15-Mar-12,2012,1,0,1,dead,do_not_use,,,,1.99,,,1.99,,,,,
201,1422,HEPU,3,HEPU_003,Basin2005,7,10-May-13,2013,1,0,1,dead,do_not_use,864.9,0,,2,,,2,,,,270,
2202,3367,HEPU,4,HEPU_004,Basin2005,7,16-Mar-12,2012,1,0,1,alive,use,,,,2.5,2.52,2.57,2.53,,,,430,
202,1367,HEPU,4,HEPU_004,Basin2005,7,10-May-13,2013,1,0,1,alive,use,1339.7,329.8,,3.34,3.38,3.4,3.37,2275.7,936.5,3212.2,420,
2203,3371,HEPU,4,HEPU_004,Basin2005,7,16-Mar-12,2012,1.2,1,9,alive,,,,,1.73,,,1.73,,,,,
203,1371,HEPU,4,HEPU_004,Basin2005,7,10-May-13,2013,1.2,1,9,alive,,575.2,405.8,,1.85,,,1.85,575.2,405.8,981,,
2204,3368,HEPU,4,HEPU_004,Basin2005,7,16-Mar-12,2012,2,1,2,alive,,,,,1.53,,,1.53,,,,,
204,1368,HEPU,4,HEPU_004,Basin2005,7,10-May-13,2013,2,1,2,alive,,294.2,143.8,,1.56,,,1.56,360.8,200.9,561.7,,
2205,3369,HEPU,4,HEPU_004,Basin2005,7,16-Mar-12,2012,3,2,3,alive,,,,,0.48,,,0.48,,,,,
205,1369,HEPU,4,HEPU_004,Basin2005,7,10-May-13,2013,3,2,3,alive,,66.6,57.1,,0.68,,,0.68,66.6,57.1,123.7,,
206,1370,HEPU,4,HEPU_004,Basin2005,7,10-May-13,2013,shed,,,alive,,91.3,,,,,,,,,,,
2207,3394,HEPU,5,HEPU_005,Basin2005,7,16-Mar-12,2012,1,0,1,dead,do_not_use,,,,1.88,,,1.88,,,,,
207,1394,HEPU,5,HEPU_005,Basin2005,7,10-May-13,2013,1,0,1,dead,do_not_use,541,,,1.78,,,1.78,,,,420,
2208,3372,HEPU,6,HEPU_006,Basin2005,7,1-May-12,2012,1,0,1,alive,use,,,,1.55,1.54,1.66,1.58,,,,275,
208,1372,HEPU,6,HEPU_006,Basin2005,7,10-May-13,2013,1,0,1,alive,use,398.4,206.3,,2,1.95,1.94,1.96,545,363.9,908.9,298,
2209,3374,HEPU,6,HEPU_006,Basin2005,7,1-May-12,2012,2,1,2,alive,,,,,0.92,,,0.92,,,,,
209,1374,HEPU,6,HEPU_006,Basin2005,7,10-May-13,2013,2,1,2,alive,,109.4,104.1,,1.15,,,1.15,146.6,157.6,304.2,,
2210,3373,HEPU,6,HEPU_006,Basin2005,7,1-May-12,2012,3,2,3,alive,,,,,0.56,,,0.56,,,,,
210,1373,HEPU,6,HEPU_006,Basin2005,7,10-May-13,2013,3,2,3,alive,,37.2,53.5,,0.87,,,0.87,37.2,53.5,90.7,,
2211,3365,HEPU,7,HEPU_007,Basin2005,7,1-May-12,2012,1,0,1,alive,use,,,,2.12,2.04,2.06,2.07,,,,440,
211,1365,HEPU,7,HEPU_007,Basin2005,7,10-May-13,2013,1,0,1,alive,use,539.4,74.5,,2.25,2.27,2.25,2.26,937.3,352.9,1290.2,430,
2212,3363,HEPU,7,HEPU_007,Basin2005,7,1-May-12,2012,1.2,1,9,alive,,,,,1.37,,,1.37,,,,,
212,1363,HEPU,7,HEPU_007,Basin2005,7,10-May-13,2013,1.2,1,9,alive,,247.2,145.5,,1.63,,,1.63,247.2,145.5,392.7,,
2213,3364,HEPU,7,HEPU_007,Basin2005,7,1-May-12,2012,2,1,2,alive,,,,,1.13,,,1.13,,,,,
213,1364,HEPU,7,HEPU_007,Basin2005,7,10-May-13,2013,2,1,2,alive,,142.5,114.8,,1.22,,,1.22,150.7,132.9,283.6,,
2214,3366,HEPU,7,HEPU_007,Basin2005,7,1-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
214,1366,HEPU,7,HEPU_007,Basin2005,7,10-May-13,2013,3,2,3,alive,,8.2,18.1,,0.38,,,0.38,8.2,18.1,26.3,,
2215,3396,HEPU,9,HEPU_009,Basin2005,7,29-Jun-12,2012,1,0,1,alive,use,,,,2.09,2.08,2.21,2.13,,,,280,
215,1396,HEPU,9,HEPU_009,Basin2005,7,10-May-13,2013,1,0,1,alive,use,314.6,78.1,,2.17,2.17,2.18,2.17,419.9,110.8,530.7,290,
2216,3397,HEPU,9,HEPU_009,Basin2005,7,29-Jun-12,2012,2,1,2,alive,,,,,1.29,,,1.29,,,,,
216,1397,HEPU,9,HEPU_009,Basin2005,7,10-May-13,2013,2,1,2,alive,,89.7,0,,1.22,,,1.22,105.3,32.7,138,,
2217,3343,HEPU,9,HEPU_009,Basin2005,7,29-Jun-12,2012,3,2,3,alive,,,,,0.74,,,0.74,,,,,
217,1343,HEPU,9,HEPU_009,Basin2005,7,10-May-13,2013,3,2,3,alive,,15.6,32.7,,0.73,,,0.73,15.6,32.7,48.3,,
218,1348,HEPU,9,HEPU_009,Basin2005,7,10-May-13,2013,shed,,,alive,,16.6,,,,,,,,,,,
2219,3629,LEES,1,LEES_001,Basin2005,7,16-Mar-12,2012,1,0,1,alive,use,,,,3.68,3.4,3.54,3.54,,,,255,
219,1629,LEES,1,LEES_001,Basin2005,7,9-May-13,2013,1,0,1,alive,use,1510.1,796.7,,4.22,4.27,4.36,4.28,2862.2,2363.6,5225.8,342,
2220,3623,LEES,1,LEES_001,Basin2005,7,16-Mar-12,2012,2,1,2,alive,,,,,1.94,,,1.94,,,,,
220,1623,LEES,1,LEES_001,Basin2005,7,9-May-13,2013,2,1,2,alive,,875.5,836.5,,3.06,,,3.06,1352.1,1566.9,2919,,
2221,3628,LEES,1,LEES_001,Basin2005,7,16-Mar-12,2012,3,2,3,alive,,,,,1.29,,,1.29,,,,,
221,1628,LEES,1,LEES_001,Basin2005,7,9-May-13,2013,3,2,3,alive,,413.1,559.3,,2.08,,,2.08,476.6,730.4,1207,,
2222,3627,LEES,1,LEES_001,Basin2005,7,16-Mar-12,2012,4,3,4,alive,,,,,,,,,,,,,
222,1627,LEES,1,LEES_001,Basin2005,7,9-May-13,2013,4,3,4,alive,,63.5,171.1,,1.09,,,1.09,63.5,171.1,234.6,,
2223,,LEES,2,LEES_002,Basin2005,7,22-Mar-12,2012,1,0,1,alive,use,,,,1.89,1.99,1.87,1.92,,,,225,
223,,LEES,2,LEES_002,Basin2005,7,14-May-13,2013,1,0,1,alive,use,365.9,9.9,,2.09,2.25,2.09,2.14,417.7,177.4,595.1,250,
2224,,LEES,2,LEES_002,Basin2005,7,22-Mar-12,2012,2,1,2,alive,,,,,0.85,,,0.85,,,,,
224,,LEES,2,LEES_002,Basin2005,7,14-May-13,2013,2,1,2,alive,,37.7,98.2,,1.05,,,1.05,51.8,167.5,219.3,,
2225,,LEES,2,LEES_002,Basin2005,7,22-Mar-12,2012,3,2,3,alive,,,,,,,,,,,,,
225,,LEES,2,LEES_002,Basin2005,7,14-May-13,2013,3,2,3,alive,,14.1,69.3,,0.75,,,0.75,14.1,69.3,83.4,,
2226,3524,LEES,3,LEES_003,Basin2005,7,22-Mar-12,2012,1,0,1,alive,use,,,,3.05,3.07,3.01,3.04,,,,280,
226,1524,LEES,3,LEES_003,Basin2005,7,14-May-13,2013,1,0,1,alive,use,1107.7,302.6,,3.55,3.53,3.47,3.52,1270.8,542.7,1813.5,305,
2227,3525,LEES,3,LEES_003,Basin2005,7,22-Mar-12,2012,2,1,2,alive,,,,,1.43,,,1.43,,,,,
227,1525,LEES,3,LEES_003,Basin2005,7,14-May-13,2013,2,1,2,alive,,134.1,121.2,,1.46,,,1.46,163.1,240.1,403.2,,
2228,3526,LEES,3,LEES_003,Basin2005,7,22-Mar-12,2012,3,2,3,alive,,,,,,,,,,,,,
228,1526,LEES,3,LEES_003,Basin2005,7,14-May-13,2013,3,2,3,alive,,29,118.9,,0.87,,,0.87,29,118.9,147.9,,
229,1527,LEES,3,LEES_003,Basin2005,7,14-May-13,2013,shed,,,alive,,28.9,,,,,,,,,,,
2230,3511,LEES,4,LEES_004,Basin2005,7,22-Mar-12,2012,1,0,1,alive,use,,,,3.11,3.1,3.08,3.1,,,,385,
230,1511,LEES,4,LEES_004,Basin2005,7,14-May-13,2013,1,0,1,alive,use,1105.6,48.1,,3.68,3.68,3.6,3.65,1915.4,573.3,2488.7,425,
2231,3512,LEES,4,LEES_004,Basin2005,7,22-Mar-12,2012,2,1,2,alive,,,,,2.81,,,2.81,,,,,
