sort2,sort1,species,replicate,tag_ID,site,age,date,year,segment,node_below,node_above,plant_status,use_status,stem_weight,leaf_weight,root_weight,diameter_1,diameter_2,diameter_3,diameter_ave,total_stem_weight,total_leaf_weight,total_plant_weight,height,notes
952,,BAER,806,BAER_806,Waratah2003,9,28-May-13,2013,5,4,5,alive,,308.6,1047.7,,2.17,,,2.17,409.9,1600.9,2010.8,,
2953,,BAER,806,BAER_806,Waratah2003,9,17-May-12,2012,6,5,6,alive,,,,,,,,,,,,,
953,,BAER,806,BAER_806,Waratah2003,9,28-May-13,2013,6,5,6,alive,,101.3,553.2,,1.45,,,1.45,101.3,553.2,654.5,,
954,,BAER,806,BAER_806,Waratah2003,9,28-May-13,2013,shed,,,alive,,5301.5,,,,,,,,,,,
2955,,BAER,807,BAER_807,Waratah2003,9,17-May-12,2012,1,0,1,alive,use,,,,11.17,10.98,10.82,10.99,,,,655,
955,,BAER,807,BAER_807,Waratah2003,9,17-May-13,2013,1,0,1,alive,use,19630,12853.1,,11.89,11.74,11.69,11.77,24800.8,21273.5,46074.3,670,
2956,,BAER,807,BAER_807,Waratah2003,9,17-May-12,2012,2,1,2,alive,,,,,5.06,,,5.06,,,,,
956,,BAER,807,BAER_807,Waratah2003,9,17-May-13,2013,2,1,2,alive,,3606.8,4397.8,,5.99,,,5.99,5170.8,8420.4,13591.2,,
2957,,BAER,807,BAER_807,Waratah2003,9,17-May-12,2012,3,2,3,alive,,,,,3.06,,,3.06,,,,,
957,,BAER,807,BAER_807,Waratah2003,9,17-May-13,2013,3,2,3,alive,,1526.5,3755.6,,3.48,,,3.48,1564,4022.6,5586.6,,
2958,,BAER,807,BAER_807,Waratah2003,9,17-May-12,2012,4,3,4,alive,,,,,,,,,,,,,
958,,BAER,807,BAER_807,Waratah2003,9,17-May-13,2013,4,3,4,alive,,37.5,267,,1.41,,,1.41,37.5,267,304.5,,
959,,BAER,807,BAER_807,Waratah2003,9,17-May-13,2013,shed,,,alive,,811.6,,,,,,,,,,,
2960,,BOLE,801,BOLE_801,Waratah2003,9,15-May-12,2012,1,0,1,alive,use,,,,2.71,2.78,2.63,2.71,,,,800,
960,,BOLE,801,BOLE_801,Waratah2003,9,21-May-13,2013,1,0,1,alive,use,2890,190.4,,2.92,2.92,2.8,2.88,3458,405.9,3863.9,690,
2961,,BOLE,801,BOLE_801,Waratah2003,9,15-May-12,2012,2,1,2,alive,,,,,1.65,,,1.65,,,,,
961,,BOLE,801,BOLE_801,Waratah2003,9,21-May-13,2013,2,1,2,alive,,423.2,113.9,,1.83,,,1.83,568,215.5,783.5,,
2962,,BOLE,801,BOLE_801,Waratah2003,9,15-May-12,2012,3,2,3,alive,,,,,1.1,,,1.1,,,,,
962,,BOLE,801,BOLE_801,Waratah2003,9,21-May-13,2013,3,2,3,alive,,112.9,21.4,,1.37,,,1.37,144.8,101.6,246.4,,
2963,,BOLE,801,BOLE_801,Waratah2003,9,15-May-12,2012,4,3,4,alive,,,,,,,,,,,,,
963,,BOLE,801,BOLE_801,Waratah2003,9,21-May-13,2013,4,3,4,alive,,31.9,80.2,,0.96,,,0.96,31.9,80.2,112.1,,
964,,BOLE,801,BOLE_801,Waratah2003,9,21-May-13,2013,shed,,,alive,,30.8,,,,,,,,,,,
2965,,BOLE,802,BOLE_802,Waratah2003,9,15-May-12,2012,1,0,1,alive,use,,,,3.45,3.52,3.46,3.48,,,,575,
965,,BOLE,802,BOLE_802,Waratah2003,9,21-May-13,2013,1,0,1,alive,use,2600.3,158.1,,3.72,3.59,3.69,3.67,3037.7,641.7,3679.4,580,
2966,,BOLE,802,BOLE_802,Waratah2003,9,15-May-12,2012,1.2,1,9,alive,,,,,1.32,,,1.32,,,,,
966,,BOLE,802,BOLE_802,Waratah2003,9,21-May-13,2013,1.2,1,9,alive,,176.2,213,,1.44,,,1.44,176.2,213,389.2,,
2967,,BOLE,802,BOLE_802,Waratah2003,9,15-May-12,2012,2,1,2,alive,,,,,1.43,,,1.43,,,,,
967,,BOLE,802,BOLE_802,Waratah2003,9,21-May-13,2013,2,1,2,alive,,245.8,193.6,,1.58,,,1.58,261.2,270.6,531.8,,
2968,,BOLE,802,BOLE_802,Waratah2003,9,15-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
968,,BOLE,802,BOLE_802,Waratah2003,9,21-May-13,2013,3,2,3,alive,,15.4,77,,0.87,,,0.87,15.4,77,92.4,,
969,,BOLE,802,BOLE_802,Waratah2003,9,21-May-13,2013,shed,,,alive,,172.3,,,,,,,,,,,
2970,,BOLE,803,BOLE_803,Waratah2003,9,15-May-12,2012,1,0,1,alive,use,,,,2.25,2.27,2.21,2.24,,,,560,
970,,BOLE,803,BOLE_803,Waratah2003,9,21-May-13,2013,1,0,1,alive,use,738.9,0,,2.3,2.31,2.3,2.3,872.9,179.7,1052.6,460,
2971,,BOLE,803,BOLE_803,Waratah2003,9,15-May-12,2012,2,1,2,alive,,,,,1.23,,,1.23,,,,,
971,,BOLE,803,BOLE_803,Waratah2003,9,21-May-13,2013,2,1,2,alive,,124.1,110.5,,1.41,,,1.41,134,179.7,313.7,,
2972,,BOLE,803,BOLE_803,Waratah2003,9,15-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
972,,BOLE,803,BOLE_803,Waratah2003,9,21-May-13,2013,3,2,3,alive,,9.9,69.2,,1.07,,,1.07,9.9,69.2,79.1,,
973,,BOLE,803,BOLE_803,Waratah2003,9,21-May-13,2013,shed,,,alive,,183.4,,,,,,,,,,,
2974,,BOLE,804,BOLE_804,Waratah2003,9,15-May-12,2012,1,0,1,alive,use,,,,2.6,2.62,2.87,2.7,,,,575,
974,,BOLE,804,BOLE_804,Waratah2003,9,21-May-13,2013,1,0,1,alive,use,1386.1,101.6,,2.72,2.76,2.8,2.76,1426.7,189.9,1616.6,580,
2975,,BOLE,804,BOLE_804,Waratah2003,9,15-May-12,2012,1.2,1,9,alive,,,,,,,,,,,,,
975,,BOLE,804,BOLE_804,Waratah2003,9,21-May-13,2013,1.2,1,9,alive,,6.2,32.9,,0.64,,,0.64,6.2,32.9,39.1,,
2976,,BOLE,804,BOLE_804,Waratah2003,9,15-May-12,2012,2,1,2,alive,,,,,0.71,,,0.71,,,,,
976,,BOLE,804,BOLE_804,Waratah2003,9,21-May-13,2013,2,1,2,alive,,29.1,13.7,,0.87,,,0.87,34.4,55.4,89.8,,
2977,,BOLE,804,BOLE_804,Waratah2003,9,15-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
977,,BOLE,804,BOLE_804,Waratah2003,9,21-May-13,2013,3,2,3,alive,,5.3,41.7,,0.64,,,0.64,5.3,41.7,47,,
2978,,BOLE,805,BOLE_805,Waratah2003,9,15-May-12,2012,1,0,1,alive,use,,,,3.6,3.46,3.45,3.5,,,,755,
978,,BOLE,805,BOLE_805,Waratah2003,9,21-May-13,2013,1,0,1,alive,use,2457.1,264.6,,3.57,3.61,3.48,3.55,2830.9,510.2,3341.1,770,
2979,,BOLE,805,BOLE_805,Waratah2003,9,15-May-12,2012,2,1,2,alive,,,,,1.37,,,1.37,,,,,
979,,BOLE,805,BOLE_805,Waratah2003,9,21-May-13,2013,2,1,2,alive,,328.4,106.1,,1.61,,,1.61,373.8,245.6,619.4,,
2980,,BOLE,805,BOLE_805,Waratah2003,9,15-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
980,,BOLE,805,BOLE_805,Waratah2003,9,21-May-13,2013,3,2,3,alive,,45.4,139.5,,1.13,,,1.13,45.4,139.5,184.9,,
981,,BOLE,805,BOLE_805,Waratah2003,9,21-May-13,2013,shed,,,alive,,87.1,,,,,,,,,,,
2982,,BOLE,806,BOLE_806,Waratah2003,9,15-May-12,2012,1,0,1,alive,use,,,,3.5,3.39,3.4,3.43,,,,775,
982,,BOLE,806,BOLE_806,Waratah2003,9,21-May-13,2013,1,0,1,alive,use,2730.8,95.1,,3.52,3.88,3.66,3.69,3218,223.8,3441.8,590,
2983,,BOLE,806,BOLE_806,Waratah2003,9,15-May-12,2012,2,1,2,alive,,,,,1.91,,,1.91,,,,,
983,,BOLE,806,BOLE_806,Waratah2003,9,21-May-13,2013,2,1,2,alive,,428.6,65.8,,2.05,,,2.05,487.2,128.7,615.9,,
2984,,BOLE,806,BOLE_806,Waratah2003,9,15-May-12,2012,3,2,3,alive,,,,,1.03,,,1.03,,,,,
984,,BOLE,806,BOLE_806,Waratah2003,9,21-May-13,2013,3,2,3,alive,,51.4,29.4,,1.17,,,1.17,58.6,62.9,121.5,,
2985,,BOLE,806,BOLE_806,Waratah2003,9,15-May-12,2012,4,3,4,alive,,,,,,,,,,,,,
985,,BOLE,806,BOLE_806,Waratah2003,9,21-May-13,2013,4,3,4,alive,,7.2,33.5,,0.85,,,0.85,7.2,33.5,40.7,,
986,,BOLE,806,BOLE_806,Waratah2003,9,21-May-13,2013,shed,,,alive,,494.7,,,,,,,,,,,
2987,,BOLE,807,BOLE_807,Waratah2003,9,15-May-12,2012,1,0,1,alive,use,,,,2.92,3.02,2.98,2.97,,,,552,
987,,BOLE,807,BOLE_807,Waratah2003,9,21-May-13,2013,1,0,1,alive,use,1422.5,234.7,,3.46,3.32,3.45,3.41,1675.2,385.4,2060.6,550,
2988,,BOLE,807,BOLE_807,Waratah2003,9,15-May-12,2012,2,1,2,alive,,,,,1.33,,,1.33,,,,,
988,,BOLE,807,BOLE_807,Waratah2003,9,21-May-13,2013,2,1,2,alive,,194.5,0,,1.38,,,1.38,252.7,150.7,403.4,,
2989,,BOLE,807,BOLE_807,Waratah2003,9,15-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
989,,BOLE,807,BOLE_807,Waratah2003,9,21-May-13,2013,3,2,3,alive,,53.9,135.3,,0.99,,,0.99,58.2,150.7,208.9,,
2990,,BOLE,807,BOLE_807,Waratah2003,9,15-May-12,2012,4,3,4,alive,,,,,,,,,,,,,
990,,BOLE,807,BOLE_807,Waratah2003,9,21-May-13,2013,4,3,4,alive,,4.3,15.4,,0.6,,,0.6,4.3,15.4,19.7,,
991,,BOLE,807,BOLE_807,Waratah2003,9,21-May-13,2013,shed,,,alive,,39.3,,,,,,,,,,,
2992,,COER,801,COER_801,Waratah2003,9,11-May-12,2012,1,0,1,alive,use,,,,5.11,4.99,4.93,5.01,,,,910,
992,,COER,801,COER_801,Waratah2003,9,21-May-13,2013,1,0,1,alive,use,6160,95.6,,5.8,5.4,5.9,5.7,7633.2,933.8,8567,970,
2993,,COER,801,COER_801,Waratah2003,9,11-May-12,2012,2,1,2,alive,,,,,2.46,,,2.46,,,,,
993,,COER,801,COER_801,Waratah2003,9,21-May-13,2013,2,1,2,alive,,1200.4,514.9,,2.84,,,2.84,1473.2,838.2,2311.4,,
2994,,COER,801,COER_801,Waratah2003,9,11-May-12,2012,3,2,3,alive,,,,,1.36,,,1.36,,,,,
994,,COER,801,COER_801,Waratah2003,9,21-May-13,2013,3,2,3,alive,,216.6,165.2,,1.97,,,1.97,272.8,323.3,596.1,,
2995,,COER,801,COER_801,Waratah2003,9,11-May-12,2012,4,3,4,alive,,,,,,,,,,,,,
995,,COER,801,COER_801,Waratah2003,9,21-May-13,2013,4,3,4,alive,,56.2,158.1,,1.31,,,1.31,56.2,158.1,214.3,,
996,,COER,801,COER_801,Waratah2003,9,21-May-13,2013,shed,,,alive,,23.3,,,,,,,,,,,
2997,,COER,802,COER_802,Waratah2003,9,11-May-12,2012,1,0,1,alive,use,,,,3.97,3.93,3.78,3.89,,,,520,
997,,COER,802,COER_802,Waratah2003,9,23-May-13,2013,1,0,1,alive,use,2300.5,107.3,,4.42,4.18,4.56,4.39,2514.3,313.7,2828,585,
2998,,COER,802,COER_802,Waratah2003,9,11-May-12,2012,2,1,2,alive,,,,,1.46,,,1.46,,,,,
998,,COER,802,COER_802,Waratah2003,9,23-May-13,2013,2,1,2,alive,,153.3,78.6,,1.81,,,1.81,213.8,206.4,420.2,,
2999,,COER,802,COER_802,Waratah2003,9,11-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
999,,COER,802,COER_802,Waratah2003,9,23-May-13,2013,3,2,3,alive,,60.5,127.8,,1.09,,,1.09,60.5,127.8,188.3,,
3000,,COER,803,COER_803,Waratah2003,9,11-May-12,2012,1,0,1,alive,use,,,,5.1,5.12,5.01,5.08,,,,783,
1000,,COER,803,COER_803,Waratah2003,9,23-May-13,2013,1,0,1,alive,use,4970,440.9,,5.71,5.98,5.73,5.81,6069,1278,7347,775,
3001,,COER,803,COER_803,Waratah2003,9,11-May-12,2012,2,1,2,alive,,,,,2.26,,,2.26,,,,,
1001,,COER,803,COER_803,Waratah2003,9,23-May-13,2013,2,1,2,alive,,866,327.7,,2.67,,,2.67,1099,837.1,1936.1,,
3002,,COER,803,COER_803,Waratah2003,9,11-May-12,2012,3,2,3,alive,,,,,1.56,,,1.56,,,,,
1002,,COER,803,COER_803,Waratah2003,9,23-May-13,2013,3,2,3,alive,,193.5,346.5,,1.73,,,1.73,233,509.4,742.4,,
3003,,COER,803,COER_803,Waratah2003,9,11-May-12,2012,4,3,4,alive,,,,,,,,,,,,,
1003,,COER,803,COER_803,Waratah2003,9,23-May-13,2013,4,3,4,alive,,39.5,162.9,,1.08,,,1.08,39.5,162.9,202.4,,
1004,,COER,803,COER_803,Waratah2003,9,23-May-13,2013,shed,,,alive,,50.5,,,,,,,,,,,
3005,,COER,804,COER_804,Waratah2003,9,11-May-12,2012,1,0,1,alive,use,,,,5.88,5.73,5.64,5.75,,,,990,
1005,,COER,804,COER_804,Waratah2003,9,23-May-13,2013,1,0,1,alive,use,7470,315.6,,7.4,7.81,4.65,6.62,12772.9,1094.1,13867,1000,
3006,,COER,804,COER_804,Waratah2003,9,11-May-12,2012,2,1,2,alive,,,,,3.97,,,3.97,,,,,
1006,,COER,804,COER_804,Waratah2003,9,23-May-13,2013,2,1,2,alive,,4740,417.7,,4.57,,,4.57,5302.9,778.5,6081.4,,
3007,,COER,804,COER_804,Waratah2003,9,11-May-12,2012,3,2,3,alive,,,,,1.99,,,1.99,,,,,
1007,,COER,804,COER_804,Waratah2003,9,23-May-13,2013,3,2,3,alive,,538.6,272.1,,2.1,,,2.1,562.9,360.8,923.7,,
3008,,COER,804,COER_804,Waratah2003,9,11-May-12,2012,4,3,4,alive,,,,,,,,,,,,,
1008,,COER,804,COER_804,Waratah2003,9,23-May-13,2013,4,3,4,alive,,24.3,88.7,,0.93,,,0.93,24.3,88.7,113,,
1009,,COER,804,COER_804,Waratah2003,9,23-May-13,2013,shed,,,alive,,143.9,,,,,,,,,,,
3010,,COER,805,COER_805,Waratah2003,9,15-Jun-12,2012,1,0,1,dead,do_not_use,,,,,,,,,,,,
1010,,COER,805,COER_805,Waratah2003,9,16-May-13,2013,1,0,1,dead,do_not_use,10080,64.6,,,,,,,,,1045,
3011,,COER,806,COER_806,Waratah2003,9,17-May-12,2012,1,0,1,alive,use,,,,6.21,6.15,6.14,6.17,,,,930,
1011,,COER,806,COER_806,Waratah2003,9,17-May-13,2013,1,0,1,alive,use,5040,361.9,,6.55,6.4,6.38,6.44,10370.7,1466.8,11837.5,990,
3012,,COER,806,COER_806,Waratah2003,9,17-May-12,2012,2,1,2,alive,,,,,3.85,,,3.85,,,,,
1012,,COER,806,COER_806,Waratah2003,9,17-May-13,2013,2,1,2,alive,,5000,625.1,,4.17,,,4.17,5330.7,1104.9,6435.6,,
3013,,COER,806,COER_806,Waratah2003,9,17-May-12,2012,3,2,3,alive,,,,,1.66,,,1.66,,,,,
1013,,COER,806,COER_806,Waratah2003,9,17-May-13,2013,3,2,3,alive,,304.5,396.1,,1.77,,,1.77,330.7,479.8,810.5,,
3014,,COER,806,COER_806,Waratah2003,9,17-May-12,2012,4,3,4,alive,,,,,,,,,,,,,
1014,,COER,806,COER_806,Waratah2003,9,17-May-13,2013,4,3,4,alive,,26.2,83.7,,1.23,,,1.23,26.2,83.7,109.9,,
3015,,COER,807,COER_807,Waratah2003,9,17-May-12,2012,1,0,1,alive,use,,,,5.84,5.71,5.74,5.76,,,,1000,
1015,,COER,807,COER_807,Waratah2003,9,17-May-13,2013,1,0,1,alive,use,8910,599.8,,6,5.91,5.85,5.92,9962.7,1385.4,11348.1,940,
3016,,COER,807,COER_807,Waratah2003,9,17-May-12,2012,2,1,2,alive,,,,,2.53,,,2.53,,,,,
1016,,COER,807,COER_807,Waratah2003,9,17-May-13,2013,2,1,2,alive,,935.7,527,,3.12,,,3.12,1052.7,785.6,1838.3,,
3017,,COER,807,COER_807,Waratah2003,9,17-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
1017,,COER,807,COER_807,Waratah2003,9,17-May-13,2013,3,2,3,alive,,117,258.6,,1.43,,,1.43,117,258.6,375.6,,
1018,,COER,807,COER_807,Waratah2003,9,17-May-13,2013,shed,,,alive,,192.9,,,,,,,,,,,
3019,,EPMI,801,EPMI_801,Waratah2003,9,18-May-12,2012,1,0,1,alive,use,,,,4.33,4.26,4.16,4.25,,,,735,
1019,,EPMI,801,EPMI_801,Waratah2003,9,23-May-13,2013,1,0,1,alive,use,3049.2,618.2,,4.69,4.94,5.23,4.95,4640.1,1146.8,5786.9,745,including 30 tiny buds
3020,,EPMI,801,EPMI_801,Waratah2003,9,18-May-12,2012,2,1,2,alive,,,,,2.45,,,2.45,,,,,
1020,,EPMI,801,EPMI_801,Waratah2003,9,23-May-13,2013,2,1,2,alive,,1215.2,64.2,,2.87,,,2.87,1590.9,528.6,2119.5,,includes 15 tiny buds
3021,,EPMI,801,EPMI_801,Waratah2003,9,18-May-12,2012,3,2,3,alive,,,,,2.06,,,2.06,,,,,
1021,,EPMI,801,EPMI_801,Waratah2003,9,23-May-13,2013,3,2,3,alive,,263.8,355.6,,2.15,,,2.15,375.7,464.4,840.1,,includes 200 tiny buds
3022,,EPMI,801,EPMI_801,Waratah2003,9,18-May-12,2012,4,3,4,alive,,,,,,,,,,,,,
1022,,EPMI,801,EPMI_801,Waratah2003,9,23-May-13,2013,4,3,4,alive,,85.2,66,,1.44,,,1.44,111.9,108.8,220.7,,
3023,,EPMI,801,EPMI_801,Waratah2003,9,18-May-12,2012,5,4,5,alive,,,,,,,,,,,,,
1023,,EPMI,801,EPMI_801,Waratah2003,9,23-May-13,2013,5,4,5,alive,,26.7,42.8,,0.89,,,0.89,26.7,42.8,69.5,,
1024,,EPMI,801,EPMI_801,Waratah2003,9,23-May-13,2013,shed,,,alive,,42.7,,,,,,,,,,,
3025,,EPMI,802,EPMI_802,Waratah2003,9,18-May-12,2012,1,0,1,alive,use,,,,3.36,3.48,3.26,3.37,,,,690,
1025,,EPMI,802,EPMI_802,Waratah2003,9,23-May-13,2013,1,0,1,alive,use,2025.8,253.4,,3.69,3.75,3.73,3.72,2809.9,781.2,3591.1,645,including 25 tiny buds
3026,,EPMI,802,EPMI_802,Waratah2003,9,18-May-12,2012,2,1,2,alive,,,,,2.08,,,2.08,,,,,
1026,,EPMI,802,EPMI_802,Waratah2003,9,23-May-13,2013,2,1,2,alive,,514.9,157.4,,2.34,,,2.34,784.1,527.8,1311.9,,
3027,,EPMI,802,EPMI_802,Waratah2003,9,18-May-12,2012,3,2,3,alive,,,,,1.71,,,1.71,,,,,
1027,,EPMI,802,EPMI_802,Waratah2003,9,23-May-13,2013,3,2,3,alive,,238.2,314.4,,1.9,,,1.9,269.2,370.4,639.6,,including 150 tiny buds
3028,,EPMI,802,EPMI_802,Waratah2003,9,18-May-12,2012,4,3,4,alive,,,,,,,,,,,,,
1028,,EPMI,802,EPMI_802,Waratah2003,9,23-May-13,2013,4,3,4,alive,,31,56,,1.06,,,1.06,31,56,87,,including 20 tiny buds
3029,,EPMI,803,EPMI_803,Waratah2003,9,18-May-12,2012,1,0,1,alive,use,,,,2.86,2.54,2.6,2.67,,,,435,
1029,,EPMI,803,EPMI_803,Waratah2003,9,24-May-13,2013,1,0,1,alive,use,873.2,57.9,,3.14,3.13,3.03,3.1,1180.4,336,1516.4,382,
3030,,EPMI,803,EPMI_803,Waratah2003,9,18-May-12,2012,1.2,1,9,alive,,,,,1.49,,,1.49,,,,,
1030,,EPMI,803,EPMI_803,Waratah2003,9,24-May-13,2013,1.2,1,9,alive,,141.3,90,,1.5,,,1.5,222.1,185.1,407.2,,
3031,,EPMI,803,EPMI_803,Waratah2003,9,18-May-12,2012,2,1,2,alive,,,,,0.95,,,0.95,,,,,
1031,,EPMI,803,EPMI_803,Waratah2003,9,24-May-13,2013,2,1,2,alive,,56.5,60.7,,1.26,,,1.26,85.1,93,178.1,,
3032,,EPMI,803,EPMI_803,Waratah2003,9,18-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
1032,,EPMI,803,EPMI_803,Waratah2003,9,24-May-13,2013,3,2,3,alive,,28.6,32.3,,0.89,,,0.89,28.6,32.3,60.9,,
3033,,EPMI,803,EPMI_803,Waratah2003,9,18-May-12,2012,1.2.1,9,11,alive,,,,,1.19,,,1.19,,,,,
1033,,EPMI,803,EPMI_803,Waratah2003,9,24-May-13,2013,1.2.1,9,11,alive,,75.5,83.1,,1.34,,,1.34,80.8,95.1,175.9,,
3034,,EPMI,803,EPMI_803,Waratah2003,9,18-May-12,2012,1.2.1.1,11,12,alive,,,,,,,,,,,,,
1034,,EPMI,803,EPMI_803,Waratah2003,9,24-May-13,2013,1.2.1.1,11,12,alive,,5.3,12,,0.54,,,0.54,5.3,12,17.3,,
3035,,EPMI,804,EPMI_804,Waratah2003,9,18-May-12,2012,1,0,1,alive,use,,,,3.9,4.05,3.97,3.97,,,,665,
1035,,EPMI,804,EPMI_804,Waratah2003,9,24-May-13,2013,1,0,1,alive,use,3143.2,311.2,,4.1,,,4.1,3874.6,506.4,4381,655,includes 40 mini buds
3036,,EPMI,804,EPMI_804,Waratah2003,9,18-May-12,2012,2,1,2,alive,,,,,2.25,,,2.25,,,,,
1036,,EPMI,804,EPMI_804,Waratah2003,9,24-May-13,2013,2,1,2,alive,,340.6,29.8,,2.23,,,2.23,731.4,195.2,926.6,,
3037,,EPMI,804,EPMI_804,Waratah2003,9,18-May-12,2012,3,2,3,alive,,,,,1.63,,,1.63,,,,,
1037,,EPMI,804,EPMI_804,Waratah2003,9,24-May-13,2013,3,2,3,alive,,199.3,45.3,,1.74,,,1.74,390.8,165.4,556.2,,
3038,,EPMI,804,EPMI_804,Waratah2003,9,18-May-12,2012,4,3,4,alive,,,,,1.29,,,1.29,,,,,
1038,,EPMI,804,EPMI_804,Waratah2003,9,24-May-13,2013,4,3,4,alive,,105.9,69,,1.35,,,1.35,105.9,69,174.9,,
3039,,EPMI,804,EPMI_804,Waratah2003,9,18-May-12,2012,1.1.1.2,3,15,alive,,,,,1.23,,,1.23,,,,,
1039,,EPMI,804,EPMI_804,Waratah2003,9,24-May-13,2013,1.1.1.2,3,15,alive,,85.6,51.1,,1.2,,,1.2,85.6,51.1,136.7,,
1040,,EPMI,804,EPMI_804,Waratah2003,9,24-May-13,2013,shed,,,alive,,31.6,,,,,,,,,,,
3041,,EPMI,805,EPMI_805,Waratah2003,9,18-May-12,2012,1,0,1,alive,use,,,,2.3,2.21,2.25,2.25,,,,465,
1041,,EPMI,805,EPMI_805,Waratah2003,9,23-May-13,2013,1,0,1,alive,use,880.7,92.8,,2.64,2.63,2.53,2.6,1108.5,281.2,1389.7,430,includes 12 tiny buds
3042,,EPMI,805,EPMI_805,Waratah2003,9,18-May-12,2012,2,1,2,alive,,,,,,,,,,,,,
1042,,EPMI,805,EPMI_805,Waratah2003,9,23-May-13,2013,2,1,2,alive,,173.5,115.1,,1.71,1.82,,1.77,227.8,188.4,416.2,,includes 0 buds
3043,,EPMI,805,EPMI_805,Waratah2003,9,18-May-12,2012,3,2,3,alive,,,,,1.08,,,1.08,,,,,
1043,,EPMI,805,EPMI_805,Waratah2003,9,23-May-13,2013,3,2,3,alive,,47.5,57.1,,1.24,,,1.24,54.3,73.3,127.6,,includes 0 buds
3044,,EPMI,805,EPMI_805,Waratah2003,9,18-May-12,2012,4,3,4,alive,,,,,,,,,,,,,
1044,,EPMI,805,EPMI_805,Waratah2003,9,23-May-13,2013,4,3,4,alive,,6.8,16.2,,0.75,,,0.75,6.8,16.2,23,,includes 0 buds
1045,,EPMI,805,EPMI_805,Waratah2003,9,23-May-13,2013,shed,,,alive,,1.4,,,,,,,,,,,
3046,,EPMI,806,EPMI_806,Waratah2003,9,18-May-12,2012,1,0,1,alive,use,,,,3.95,4.03,3.99,3.99,,,,565,
1046,,EPMI,806,EPMI_806,Waratah2003,9,23-May-13,2013,1,0,1,alive,use,2431.1,376,,4.16,4.14,4.24,4.18,3239.3,857.5,4096.8,570,including 30 tiny buds
3047,,EPMI,806,EPMI_806,Waratah2003,9,18-May-12,2012,2,1,2,alive,,,,,2.36,,,2.36,,,,,
1047,,EPMI,806,EPMI_806,Waratah2003,9,23-May-13,2013,2,1,2,alive,,644.2,248.9,,2.56,2.56,,2.56,808.2,481.5,1289.7,,including 65 tiny buds
3048,,EPMI,806,EPMI_806,Waratah2003,9,18-May-12,2012,3,2,3,alive,,,,,1.22,,,1.22,,,,,
1048,,EPMI,806,EPMI_806,Waratah2003,9,23-May-13,2013,3,2,3,alive,,97,155,,1.81,,,1.81,164,232.6,396.6,,including 10 tiny buds
3049,,EPMI,806,EPMI_806,Waratah2003,9,18-May-12,2012,4,3,4,alive,,,,,,,,,,,,,
1049,,EPMI,806,EPMI_806,Waratah2003,9,23-May-13,2013,4,3,4,alive,,67,77.6,,1.2,,,1.2,67,77.6,144.6,,including 20 tiny buds
3050,,EPMI,807,EPMI_807,Waratah2003,9,18-May-12,2012,1,0,1,alive,use,,,,4.03,4.27,4.11,4.14,,,,600,
1050,,EPMI,807,EPMI_807,Waratah2003,9,24-May-13,2013,1,0,1,alive,use,3904.6,1041.3,,4.83,5.09,5.03,4.98,5250.4,2038.8,7289.2,565,including 130 mini buds
3051,,EPMI,807,EPMI_807,Waratah2003,9,18-May-12,2012,2,1,2,alive,,,,,2.63,,,2.63,,,,,
1051,,EPMI,807,EPMI_807,Waratah2003,9,24-May-13,2013,2,1,2,alive,,701.2,495.2,,3.14,,,3.14,1345.8,997.5,2343.3,,including 70 mini buds
3052,,EPMI,807,EPMI_807,Waratah2003,9,18-May-12,2012,3,2,3,alive,,,,,2.16,,,2.16,,,,,
1052,,EPMI,807,EPMI_807,Waratah2003,9,24-May-13,2013,3,2,3,alive,,609,450.8,,2.42,,,2.42,644.6,502.3,1146.9,,including 80 mini buds
3053,,EPMI,807,EPMI_807,Waratah2003,9,18-May-12,2012,4,3,4,alive,,,,,,,,,,,,,
1053,,EPMI,807,EPMI_807,Waratah2003,9,24-May-13,2013,4,3,4,alive,,35.6,51.5,,0.97,,,0.97,35.6,51.5,87.1,,
3054,,EPMI,808,EPMI_808,Waratah2003,9,28-Jun-12,2012,1,0,1,alive,use,,,,2.78,2.79,2.79,2.79,,,,645,
1054,,EPMI,808,EPMI_808,Waratah2003,9,23-May-13,2013,1,0,1,alive,use,2581.1,548.8,,3.62,3.59,3.79,3.67,3011.6,838,3849.6,620,includes 140 tiny buds
3055,,EPMI,808,EPMI_808,Waratah2003,9,28-Jun-12,2012,2,1,2,alive,,,,,1.73,,,1.73,,,,,
1055,,EPMI,808,EPMI_808,Waratah2003,9,23-May-13,2013,2,1,2,alive,,336.8,176.9,,1.84,,,1.84,430.5,289.2,719.7,,includes 15 tiny buds
3056,,EPMI,808,EPMI_808,Waratah2003,9,28-Jun-12,2012,3,2,3,alive,,,,,1.06,,,1.06,,,,,
1056,,EPMI,808,EPMI_808,Waratah2003,9,23-May-13,2013,3,2,3,alive,,76.4,82.3,,1.3,,,1.3,93.7,112.3,206,,
