species,replicate,tag_ID,site,age,date_tagged,use_RA_calc,use_allometric
PEPU,202,PEPU_202,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PEPU,203,PEPU_203,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PEPU,204,PEPU_204,Bobbin2010,2,25-May-12,do_not_use,do_not_use
PEPU,205,PEPU_205,Bobbin2010,2,25-May-12,do_not_use,do_not_use
PEPU,206,PEPU_206,Bobbin2010,2,25-May-12,do_not_use,do_not_use
PEPU,208,PEPU_208,Bobbin2010,2,16-Oct-12,do_not_use,do_not_use
PHPH,201,PHPH_201,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PHPH,202,PHPH_202,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PHPH,203,PHPH_203,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PHPH,204,PHPH_204,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PHPH,205,PHPH_205,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PHPH,206,PHPH_206,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PHPH,207,PHPH_207,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PILI,201,PILI_201,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PILI,202,PILI_202,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PILI,203,PILI_203,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PILI,204,PILI_204,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PILI,205,PILI_205,Bobbin2010,2,25-May-12,do_not_use,do_not_use
PILI,206,PILI_206,Bobbin2010,2,25-May-12,do_not_use,do_not_use
PILI,207,PILI_207,Bobbin2010,2,25-May-12,do_not_use,do_not_use
PUTU,201,PUTU_201,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PUTU,202,PUTU_202,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PUTU,203,PUTU_203,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PUTU,204,PUTU_204,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PUTU,205,PUTU_205,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PUTU,206,PUTU_206,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PUTU,207,PUTU_207,Bobbin2010,2,10-May-12,do_not_use,do_not_use
GRBU,103,GRBU_103,Waratah2011,1.4,13-Jun-12,do_not_use,do_not_use
GRBU,105,GRBU_105,Waratah2011,1.4,13-Jun-12,do_not_use,do_not_use
GRBU,107,GRBU_107,Waratah2011,1.4,13-Jun-12,do_not_use,do_not_use
PEPU,101,PEPU_101,Waratah2011,1.4,15-Jun-12,do_not_use,do_not_use
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
