species,replicate,individual,site,age,date_tagged,mature,use_for_allocation_calculations,use_for_allometric_equations,reason
PELA,805,PELA_805,Waratah2003,9,15-May-12,,TRUE,TRUE,
PELA,806,PELA_806,Waratah2003,9,17-May-12,,TRUE,TRUE,
PELA,807,PELA_807,Waratah2003,9,17-May-12,,TRUE,TRUE,
PELA,901,PELA_901,Basin1981,32,8-Jun-12,,TRUE,TRUE,
PELA,902,PELA_902,Basin1981,32,8-Jun-12,,TRUE,TRUE,
PELA,903,PELA_903,Basin1981,32,14-Jun-12,,TRUE,TRUE,
PELA,904,PELA_904,Basin1981,32,14-Jun-12,,TRUE,TRUE,
PELA,905,PELA_905,Basin1981,32,14-Jun-12,,TRUE,TRUE,
PELA,906,PELA_906,Basin1981,32,14-Jun-12,,TRUE,TRUE,
PELA,907,PELA_907,Basin1981,32,14-Jun-12,,TRUE,TRUE,
PEPU,1,PEPU_001,Basin2005,7,15-Mar-12,,TRUE,TRUE,
PEPU,2,PEPU_002,Basin2005,7,15-Mar-12,,TRUE,TRUE,
PEPU,3,PEPU_003,Basin2005,7,16-Mar-12,,TRUE,TRUE,
PEPU,4,PEPU_004,Basin2005,7,16-Mar-12,,TRUE,TRUE,
PEPU,5,PEPU_005,Basin2005,7,22-Mar-12,,TRUE,TRUE,
PEPU,6,PEPU_006,Basin2005,7,22-Mar-12,,TRUE,TRUE,
PEPU,7,PEPU_007,Basin2005,7,22-Mar-12,,TRUE,TRUE,
PEPU,158,PEPU_158,Waratah2011,1.4,18-Jun-12,,FALSE,FALSE,
PEPU,401,PEPU_401,Basin2007,5,20-Apr-12,,TRUE,TRUE,
PEPU,403,PEPU_403,Basin2007,5,26-Apr-12,,TRUE,TRUE,
PEPU,404,PEPU_404,Basin2007,5,26-Apr-12,,TRUE,TRUE,
PEPU,405,PEPU_405,Basin2007,5,26-Apr-12,,TRUE,TRUE,
PEPU,406,PEPU_406,Basin2007,5,27-Apr-12,,TRUE,TRUE,
PEPU,407,PEPU_407,Basin2007,5,27-Apr-12,,TRUE,TRUE,
PEPU,801,PEPU_801,Waratah2003,9,11-May-12,,TRUE,TRUE,
PEPU,802,PEPU_802,Waratah2003,9,11-May-12,,TRUE,TRUE,
PEPU,803,PEPU_803,Waratah2003,9,11-May-12,,TRUE,TRUE,
PEPU,804,PEPU_804,Waratah2003,9,11-May-12,,TRUE,TRUE,
PEPU,805,PEPU_805,Waratah2003,9,17-May-12,,TRUE,TRUE,
PEPU,806,PEPU_806,Waratah2003,9,17-May-12,,TRUE,TRUE,
PEPU,807,PEPU_807,Waratah2003,9,18-May-12,,TRUE,TRUE,
PEPU,901,PEPU_901,Basin1981,32,31-May-12,,TRUE,TRUE,
PEPU,902,PEPU_902,Basin1981,32,31-May-12,,TRUE,TRUE,
PEPU,903,PEPU_903,Basin1981,32,31-May-12,,TRUE,TRUE,
PEPU,904,PEPU_904,Basin1981,32,31-May-12,,TRUE,TRUE,
PEPU,905,PEPU_905,Basin1981,32,8-Jun-12,,TRUE,TRUE,
PEPU,906,PEPU_906,Basin1981,32,8-Jun-12,,TRUE,TRUE,
PEPU,907,PEPU_907,Basin1981,32,8-Jun-12,,TRUE,TRUE,
PHPH,1,PHPH_001,Basin2005,7,15-Mar-12,,TRUE,TRUE,
PHPH,2,PHPH_002,Basin2005,7,16-Mar-12,,TRUE,TRUE,
PHPH,3,PHPH_003,Basin2005,7,16-Mar-12,,TRUE,TRUE,
PHPH,4,PHPH_004,Basin2005,7,22-Mar-12,,TRUE,TRUE,
PHPH,5,PHPH_005,Basin2005,7,22-Mar-12,,TRUE,TRUE,
PHPH,6,PHPH_006,Basin2005,7,22-Mar-12,,TRUE,TRUE,
PHPH,7,PHPH_007,Basin2005,7,23-Mar-12,,TRUE,TRUE,
xx,101,PHPH_101,Waratah2011,1.4,3-May-12,,FALSE,FALSE,
xx,103,PHPH_103,Waratah2011,1.4,3-May-12,,FALSE,FALSE,
xx,104,PHPH_104,Waratah2011,1.4,3-May-12,,FALSE,FALSE,
xx,111,PHPH_111,Waratah2011,1.4,30-Aug-12,,FALSE,FALSE,
xx,112,PHPH_112,Waratah2011,1.4,2-Nov-12,,FALSE,FALSE,
PHPH,401,PHPH_401,Basin2007,5,27-Apr-12,,TRUE,TRUE,
PHPH,402,PHPH_402,Basin2007,5,27-Apr-12,,TRUE,TRUE,
PHPH,403,PHPH_403,Basin2007,5,27-Apr-12,,TRUE,TRUE,
PHPH,404,PHPH_404,Basin2007,5,27-Apr-12,,TRUE,TRUE,
PHPH,405,PHPH_405,Basin2007,5,27-Apr-12,,TRUE,TRUE,
PHPH,406,PHPH_406,Basin2007,5,27-Apr-12,,TRUE,TRUE,
PHPH,407,PHPH_407,Basin2007,5,27-Apr-12,,TRUE,TRUE,
PHPH,801,PHPH_801,Waratah2003,9,11-May-12,,TRUE,TRUE,
PHPH,802,PHPH_802,Waratah2003,9,11-May-12,,TRUE,TRUE,
PHPH,803,PHPH_803,Waratah2003,9,11-May-12,,TRUE,TRUE,
PHPH,804,PHPH_804,Waratah2003,9,11-May-12,,TRUE,TRUE,
PHPH,805,PHPH_805,Waratah2003,9,15-May-12,,TRUE,TRUE,
PHPH,806,PHPH_806,Waratah2003,9,17-May-12,,TRUE,TRUE,
PHPH,807,PHPH_807,Waratah2003,9,17-May-12,,TRUE,TRUE,
PHPH,902,PHPH_902,Basin1981,32,31-May-12,,TRUE,TRUE,
PHPH,903,PHPH_903,Basin1981,32,31-May-12,,TRUE,TRUE,
PHPH,904,PHPH_904,Basin1981,32,31-May-12,,TRUE,TRUE,
PHPH,905,PHPH_905,Basin1981,32,7-Jun-12,,TRUE,TRUE,
PHPH,906,PHPH_906,Basin1981,32,7-Jun-12,,TRUE,TRUE,
PHPH,907,PHPH_907,Basin1981,32,8-Jun-12,,TRUE,TRUE,
PHPH,908,PHPH_908,Basin1981,32,7-Aug-12,,TRUE,TRUE,
PILI,1,PILI_001,Basin2005,7,15-Mar-12,,TRUE,TRUE,
PILI,2,PILI_002,Basin2005,7,16-Mar-12,,TRUE,TRUE,
PILI,3,PILI_003,Basin2005,7,16-Mar-12,,TRUE,TRUE,
PILI,4,PILI_004,Basin2005,7,16-Mar-12,,TRUE,TRUE,
PILI,5,PILI_005,Basin2005,7,22-Mar-12,,TRUE,TRUE,
PILI,6,PILI_006,Basin2005,7,22-Mar-12,,TRUE,TRUE,
PILI,7,PILI_007,Basin2005,7,23-Mar-12,,TRUE,TRUE,
PILI,102,PILI_102,Waratah2011,1.4,4-May-12,,TRUE,TRUE,
PILI,105,PILI_105,Waratah2011,1.4,4-May-12,,TRUE,TRUE,
PILI,107,PILI_107,Waratah2011,1.4,4-May-12,,TRUE,TRUE,
PILI,108,PILI_108,Waratah2011,1.4,15-Jun-12,,TRUE,TRUE,
PILI,109,PILI_109,Waratah2011,1.4,15-Jun-12,,TRUE,TRUE,
PILI,110,PILI_110,Waratah2011,1.4,15-Jun-12,,TRUE,TRUE,
PILI,111,PILI_111,Waratah2011,1.4,30-Aug-12,,TRUE,TRUE,
PILI,401,PILI_401,Basin2007,5,20-Apr-12,,TRUE,TRUE,
PILI,402,PILI_402,Basin2007,5,20-Apr-12,,TRUE,TRUE,
PILI,403,PILI_403,Basin2007,5,20-Apr-12,,TRUE,TRUE,
PILI,404,PILI_404,Basin2007,5,26-Apr-12,,TRUE,TRUE,
PILI,405,PILI_405,Basin2007,5,26-Apr-12,,TRUE,TRUE,
PILI,406,PILI_406,Basin2007,5,26-Apr-12,,TRUE,TRUE,
PILI,407,PILI_407,Basin2007,5,27-Apr-12,,TRUE,TRUE,
PILI,801,PILI_801,Waratah2003,9,17-May-12,,FALSE,FALSE,
PILI,802,PILI_802,Waratah2003,9,15-May-12,,FALSE,FALSE,
PILI,803,PILI_803,Waratah2003,9,15-May-12,,TRUE,TRUE,
PILI,804,PILI_804,Waratah2003,9,17-May-12,,TRUE,TRUE,
PILI,805,PILI_805,Waratah2003,9,17-May-12,,TRUE,TRUE,
PILI,807,PILI_807,Waratah2003,9,18-May-12,,FALSE,FALSE,
PILI,901,PILI_901,Basin1981,32,7-Jun-12,,FALSE,FALSE,
PILI,902,PILI_902,Basin1981,32,7-Jun-12,,FALSE,FALSE,
PILI,903,PILI_903,Basin1981,32,14-Jun-12,,FALSE,FALSE,
PILI,904,PILI_904,Basin1981,32,28-Jun-12,,FALSE,FALSE,
PILI,905,PILI_905,Basin1981,32,28-Jun-12,,FALSE,FALSE,
PILI,906,PILI_906,Basin1981,32,28-Jun-12,,FALSE,FALSE,
PILI,907,PILI_907,Basin1981,32,28-Jun-12,,FALSE,FALSE,
PUTU,1,PUTU_001,Basin2005,7,15-Mar-12,,TRUE,TRUE,
PUTU,2,PUTU_002,Basin2005,7,1-May-12,,TRUE,TRUE,
PUTU,3,PUTU_003,Basin2005,7,3-May-12,,TRUE,TRUE,
PUTU,4,PUTU_004,Basin2005,7,3-May-12,,TRUE,TRUE,
PUTU,5,PUTU_005,Basin2005,7,3-May-12,,TRUE,TRUE,
PUTU,6,PUTU_006,Basin2005,7,3-May-12,,TRUE,TRUE,
PUTU,7,PUTU_007,Basin2005,7,3-May-12,,TRUE,TRUE,
PUTU,101,PUTU_101,Waratah2011,1.4,4-May-12,,TRUE,TRUE,
PUTU,102,PUTU_102,Waratah2011,1.4,4-May-12,,TRUE,TRUE,
PUTU,103,PUTU_103,Waratah2011,1.4,4-May-12,,TRUE,TRUE,
PUTU,105,PUTU_105,Waratah2011,1.4,4-May-12,,TRUE,TRUE,
PUTU,106,PUTU_106,Waratah2011,1.4,4-May-12,,TRUE,TRUE,
PUTU,107,PUTU_107,Waratah2011,1.4,4-May-12,,TRUE,TRUE,
PUTU,108,PUTU_108,Waratah2011,1.4,9-Aug-12,,TRUE,TRUE,
PUTU,109,PUTU_109,Waratah2011,1.4,30-Aug-12,,TRUE,TRUE,
PUTU,401,PUTU_401,Basin2007,5,26-Apr-12,,TRUE,TRUE,
PUTU,402,PUTU_402,Basin2007,5,26-Apr-12,,TRUE,TRUE,
PUTU,403,PUTU_403,Basin2007,5,26-Apr-12,,TRUE,TRUE,
PUTU,404,PUTU_404,Basin2007,5,26-Apr-12,,TRUE,TRUE,
PUTU,405,PUTU_405,Basin2007,5,26-Apr-12,,TRUE,TRUE,
PUTU,406,PUTU_406,Basin2007,5,26-Apr-12,,TRUE,TRUE,
PUTU,407,PUTU_407,Basin2007,5,27-Apr-12,,TRUE,TRUE,
PUTU,801,PUTU_801,Waratah2003,9,11-May-12,,TRUE,TRUE,
PUTU,802,PUTU_802,Waratah2003,9,11-May-12,,TRUE,TRUE,
PUTU,803,PUTU_803,Waratah2003,9,11-May-12,,TRUE,TRUE,
PUTU,804,PUTU_804,Waratah2003,9,15-May-12,,TRUE,TRUE,
PUTU,805,PUTU_805,Waratah2003,9,15-May-12,,TRUE,TRUE,
PUTU,806,PUTU_806,Waratah2003,9,15-May-12,,TRUE,TRUE,
PUTU,807,PUTU_807,Waratah2003,9,15-May-12,,TRUE,TRUE,
PUTU,902,PUTU_902,Basin1981,32,7-Jun-12,,TRUE,TRUE,
PUTU,903,PUTU_903,Basin1981,32,7-Jun-12,,TRUE,TRUE,
PUTU,904,PUTU_904,Basin1981,32,7-Jun-12,,TRUE,TRUE,
PUTU,905,PUTU_905,Basin1981,32,7-Jun-12,,TRUE,TRUE,
PUTU,906,PUTU_906,Basin1981,32,7-Jun-12,,TRUE,TRUE,
PUTU,907,PUTU_907,Basin1981,32,8-Jun-12,,TRUE,TRUE,
PUTU,908,PUTU_908,Basin1981,32,7-Aug-12,,TRUE,TRUE,
BAER,151,BAER_151,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
BAER,152,BAER_152,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
BAER,153,BAER_153,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
BAER,154,BAER_154,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
BAER,155,BAER_155,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
BAER,156,BAER_156,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
BAER,157,BAER_157,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
BAER,301,BAER_301,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
BAER,302,BAER_302,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
BAER,303,BAER_303,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
BAER,306,BAER_306,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
BAER,308,BAER_308,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
BAER,309,BAER_309,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
BAER,311,BAER_311,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
BAER,315,BAER_315,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
BAER,B-01,BAER_B-01,baby,0.1,28-Jun-13,,FALSE,TRUE,
BAER,B-02,BAER_B-02,baby,0.1,28-Jun-13,,FALSE,TRUE,
BAER,B-03,BAER_B-03,baby,0.1,28-Jun-13,,FALSE,TRUE,
BAER,B-04,BAER_B-04,baby,0.1,28-Jun-13,,FALSE,TRUE,
BAER ,B-05,BAER_B-05,baby,0.1,28-Jun-13,,FALSE,TRUE,
BAER,B-06,BAER_B-06,baby,0.1,28-Jun-13,,FALSE,TRUE,
BAER,B-09,BAER_B-09,baby,0.1,22-Jan-14,,FALSE,TRUE,
BAER,B-099,BAER_B-099,baby,0.1,22-Jan-14,,FALSE,TRUE,
BAER,B-10,BAER_B-10,baby,0.1,22-Jan-14,,FALSE,TRUE,
BOLE,151,BOLE_151,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
BOLE,152,BOLE_152,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
BOLE,153,BOLE_153,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
BOLE,154,BOLE_154,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
BOLE,155,BOLE_155,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
BOLE,156,BOLE_156,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
BOLE,157,BOLE_157,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
BOLE,303,BOLE_303,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
BOLE,305,BOLE_305,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
BOLE,306,BOLE_306,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
BOLE,307,BOLE_307,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
BOLE,308,BOLE_308,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
BOLE,313,BOLE_313,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
BOLE,316,BOLE_316,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
BOLE,317,BOLE_317,Wilunga2012,1.35,28-Jun-13,,TRUE,TRUE,
BOLE,B-01,BOLE_B-01,baby,0.1,28-Jun-13,,FALSE,TRUE,
BOLE,B-02,BOLE_B-02,baby,0.1,28-Jun-13,,FALSE,TRUE,
BOLE,B-03,BOLE_B-03,baby,0.1,28-Jun-13,,FALSE,TRUE,
BOLE,B-04,BOLE_B-04,baby,0.1,28-Jun-13,,FALSE,TRUE,
BOLE,B-07,BOLE_B-07,baby,0.1,22-Jan-14,,FALSE,TRUE,
BOLE,B-08,BOLE_B-08,baby,0.1,22-Jan-14,,FALSE,TRUE,
BOLE,B-10,BOLE_B-10,baby,0.1,22-Jan-14,,FALSE,TRUE,
COER,152,COER_152,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
COER,153,COER_153,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
COER,154,COER_154,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
COER,156,COER_156,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
COER,157,COER_157,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
COER,158,COER_158,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
COER,159,COER_159,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
COER,159b,COER_159b,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
COER,160,COER_160,Waratah2011,1.4,21-Jan-14,,FALSE,FALSE,
COER,321,COER_321,Wilunga2012,1.35,3-Sep-13,,TRUE,TRUE,
COER,322,COER_322,Wilunga2012,1.35,3-Sep-13,,TRUE,TRUE,
COER,324,COER_324,Wilunga2012,1.35,3-Sep-13,,TRUE,TRUE,
COER,327,COER_327,Wilunga2012,1.35,3-Sep-13,,TRUE,TRUE,
COER,B-01,COER_B-01,baby,0.1,22-Jan-14,,FALSE,TRUE,
COER,B-02,COER_B-02,baby,0.1,22-Jan-14,,FALSE,TRUE,
COER,B-03,COER_B-03,baby,0.1,22-Jan-14,,FALSE,TRUE,
COER,B-04,COER_B-04,baby,0.1,22-Jan-14,,FALSE,TRUE,
COER,B-05,COER_B-05,baby,0.1,27-Jan-14,,FALSE,TRUE,
COER,B-06,COER_B-06,baby,0.1,27-Jan-14,,FALSE,TRUE,
EPMI,151,EPMI_151,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
EPMI,152,EPMI_152,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
EPMI,153,EPMI_153,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
EPMI,154,EPMI_154,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
EPMI,155,EPMI_155,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
EPMI,156,EPMI_156,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
EPMI,157,EPMI_157,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
EPMI,302,EPMI_302,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
EPMI,304,EPMI_304,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
EPMI,307,EPMI_307,Wilunga2012,1.35,28-Jun-13,,TRUE,TRUE,
EPMI,310,EPMI_310,Wilunga2012,1.35,28-Jun-13,,TRUE,TRUE,
EPMI,311,EPMI_311,Wilunga2012,1.35,28-Jun-13,,TRUE,TRUE,
EPMI,312,EPMI_312,Wilunga2012,1.35,28-Jun-13,,TRUE,TRUE,
EPMI,313,EPMI_313,Wilunga2012,1.35,28-Jun-13,,TRUE,TRUE,
EPMI,314,EPMI_314,Wilunga2012,1.35,28-Jun-13,,TRUE,TRUE,
EPMI,B-01,EPMI_B-01,baby,0.1,27-Jan-14,,FALSE,TRUE,
EPMI,B-02,EPMI_B-02,baby,0.1,27-Jan-14,,FALSE,TRUE,
EPMI,B-03,EPMI_B-03,baby,0.1,27-Jan-14,,FALSE,TRUE,
EPMI,B-04,EPMI_B-04,baby,0.1,27-Jan-14,,FALSE,TRUE,
GRBU,151,GRBU_151,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
GRBU,152,GRBU_152,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
GRBU,153,GRBU_153,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
GRBU,155,GRBU_155,Waratah2011,1.4,21-Jan-14,,FALSE,FALSE,
GRBU,156,GRBU_156,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
GRBU,157,GRBU_157,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
GRBU,305,GRBU_305,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
GRBU,306,GRBU_306,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
GRBU,307,GRBU_307,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
GRBU,308,GRBU_308,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
GRBU,310,GRBU_310,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
GRBU,311,GRBU_311,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
GRBU,312,GRBU_312,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
GRBU,313,GRBU_313,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
GRBU,B-01,GRBU_B-01,baby,0.1,28-Jun-13,,FALSE,TRUE,
GRBU,B-02,GRBU_B-02,baby,0.1,28-Jun-13,,FALSE,TRUE,
GRBU,B-03,GRBU_B-03,baby,0.1,28-Jun-13,,FALSE,TRUE,
GRBU,B-04,GRBU_B-04,baby,0.1,28-Jun-13,,FALSE,TRUE,
GRSP,151,GRSP_151,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
GRSP,152,GRSP_152,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
GRSP,153,GRSP_153,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
GRSP,154,GRSP_154,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
GRSP,155,GRSP_155,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
GRSP,156,GRSP_156,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
GRSP,157,GRSP_157,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
GRSP,301,GRSP_301,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
GRSP,302,GRSP_302,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
GRSP,306,GRSP_306,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
GRSP,307,GRSP_307,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
GRSP,312,GRSP_312,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
GRSP,314,GRSP_314,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
GRSP,315,GRSP_315,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
GRSP,316,GRSP_316,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
GRSP,B-01,GRSP_B-01,baby,0.1,28-Jun-13,,FALSE,TRUE,
GRSP,B-02,GRSP_B-02,baby,0.1,28-Jun-13,,FALSE,TRUE,
GRSP,B-03,GRSP_B-03,baby,0.1,28-Jun-13,,FALSE,TRUE,
GRSP,B-04,GRSP_B-04,baby,0.1,28-Jun-13,,FALSE,TRUE,
GRSP,B-05,GRSP_B-05,baby,0.1,28-Jun-13,,FALSE,TRUE,
HATE ,161,HATE _161,Waratah2011,2.4,3-Sep-13,,TRUE,TRUE,
HATE,151,HATE_151,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
HATE,152,HATE_152,Waratah2011,2.4,14-Jun-13,,FALSE,FALSE,
HATE,153,HATE_153,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
HATE,154,HATE_154,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
HATE,155,HATE_155,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
HATE,156,HATE_156,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
HATE,157,HATE_157,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
HATE,302,HATE_302,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
HATE,304,HATE_304,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
HATE,305,HATE_305,Wilunga2012,1.35,3-Oct-13,,FALSE,FALSE,
HATE,306,HATE_306,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
HATE,307,HATE_307,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
HATE,308,HATE_308,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
HATE,310,HATE_310,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
HATE,311,HATE_311,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
HATE,312,HATE_312,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
HATE,B-01,HATE_B-01,baby,0.1,28-Jun-13,,FALSE,TRUE,
HATE,B-02,HATE_B-02,baby,0.1,28-Jun-13,,FALSE,TRUE,
HATE,B-03,HATE_B-03,baby,0.1,28-Jun-13,,FALSE,TRUE,
HATE,B-04,HATE_B-04,baby,0.1,28-Jun-13,,FALSE,TRUE,
HATE,B-05,HATE_B-05,baby,0.1,28-Jun-13,,FALSE,TRUE,
HATE,B-06,HATE_B-06,baby,0.1,28-Jun-13,,FALSE,TRUE,
HEPU,151,HEPU_151,Waratah2011,2.4,13-Jun-13,,TRUE,TRUE,
HEPU,152,HEPU_152,Waratah2011,2.4,13-Jun-13,,TRUE,TRUE,
HEPU,153,HEPU_153,Waratah2011,2.4,13-Jun-13,,TRUE,TRUE,
HEPU,154,HEPU_154,Waratah2011,2.4,13-Jun-13,,TRUE,TRUE,
HEPU,155,HEPU_155,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
HEPU,156,HEPU_156,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
HEPU,157,HEPU_157,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
HEPU,B-01,HEPU_B-01,baby,0.1,22-Jan-14,,FALSE,TRUE,
HEPU,B-02,HEPU_B-02,baby,0.1,22-Jan-14,,FALSE,TRUE,
HEPU,B-03,HEPU_B-03,baby,0.1,22-Jan-14,,FALSE,TRUE,
HEPU,B-04,HEPU_B-04,baby,0.1,22-Jan-14,,FALSE,TRUE,
LEES,151,LEES_151,Waratah2011,1.4,21-Jan-14,,FALSE,FALSE,
LEES,152,LEES_152,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
LEES,153,LEES_153,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
LEES,155,LEES_155,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
LEES,156,LEES_156,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
LEES,157,LEES_157,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
LEES,B-01,LEES_B-01,baby,0.1,22-Jan-14,,FALSE,TRUE,
LEES,B-02,LEES_B-02,baby,0.1,22-Jan-14,,FALSE,TRUE,
LEES,B-03,LEES_B-03,baby,0.1,22-Jan-14,,FALSE,TRUE,
LEES,B-04,LEES_B-04,baby,0.1,22-Jan-14,,FALSE,TRUE,
LEES,B-06,LEES_B-06,baby,0.1,27-Jan-14,,FALSE,TRUE,
LEES,B-07,LEES_B-07,baby,0.1,22-Jan-14,,FALSE,TRUE,
LEES,B-08,LEES_B-08,baby,0.1,22-Jan-14,,FALSE,TRUE,
LEES,B-09,LEES_B-09,baby,0.1,22-Jan-14,,FALSE,TRUE,
PELA,151,PELA_151,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PELA,152,PELA_152,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PELA,153,PELA_153,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
PELA,154,PELA_154,Waratah2011,2.4,18-Jun-13,,FALSE,FALSE,
PELA,155,PELA_155,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
PELA,156,PELA_156,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
PELA,157,PELA_157,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
PELA,158,PELA_158,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
PELA,161,PELA_161,Waratah2011,2.4,20-Sep-13,,TRUE,TRUE,
PELA,162,PELA_162,Waratah2011,2.4,20-Sep-13,,TRUE,TRUE,
PELA,301,PELA_301,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PELA,302,PELA_302,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PELA,303,PELA_303,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PELA,305,PELA_305,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
