sort01,sort02,species,replicate,individual,site,age,age_exact,date,start_end,census,interval,year,year_div,segment,node_below,node_above,plant_status,use_status,stem_weight,leaf_weight,root_weight,diameter_1,diameter_2,diameter_3,diameter_ave,total_stem_weight,total_leaf_weight,total_plant_weight,height,notes
2916,1521,PEPU,6,PEPU_006,Basin2005,7,7,14-May-13,end,17,,2013,2013,2,1,2,alive,,1392.7,3178.4,,4.32,,,4.32,1800,5289.9,7089.9,,
2917,3522,PEPU,6,PEPU_006,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
2918,1522,PEPU,6,PEPU_006,Basin2005,7,7,14-May-13,end,17,,2013,2013,3,2,3,alive,,359.1,1877.6,,3.24,,,3.24,407.3,2111.5,2518.8,,
2919,3523,PEPU,6,PEPU_006,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,4,3,4,alive,,,,,,,,,,,,,
2920,1523,PEPU,6,PEPU_006,Basin2005,7,7,14-May-13,end,17,,2013,2013,4,3,4,alive,,48.2,233.9,,1.6,,,1.6,48.2,233.9,282.1,,
2921,3501,PEPU,7,PEPU_007,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,5.01,5.11,5.1,5.07,,,,545,
2922,1501,PEPU,7,PEPU_007,Basin2005,7,7,14-May-13,end,17,,2013,2013,1,0,1,alive,use,5320,492,,6.06,6.03,5.93,6.01,5945.6,3652.3,9597.9,610,
2923,3504,PEPU,7,PEPU_007,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,2.18,,,2.18,,,,,
2924,1504,PEPU,7,PEPU_007,Basin2005,7,7,14-May-13,end,17,,2013,2013,2,1,2,alive,,376.2,1197.8,,3.18,,,3.18,625.6,3160.3,3785.9,,
2925,3502,PEPU,7,PEPU_007,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,1.77,,,1.77,,,,,
2926,1502,PEPU,7,PEPU_007,Basin2005,7,7,14-May-13,end,17,,2013,2013,3,2,3,alive,,168.6,1344.6,,2.57,,,2.57,249.4,1962.5,2211.9,,
2927,3503,PEPU,7,PEPU_007,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,4,3,4,alive,,,,,,,,,,,,,
2928,1503,PEPU,7,PEPU_007,Basin2005,7,7,14-May-13,end,17,,2013,2013,4,3,4,alive,,80.8,617.9,,1.94,,,1.94,80.8,617.9,698.7,,
2929,3588,PHPH,1,PHPH_001,Basin2005,7,7,15-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,4.58,4.62,4.65,4.62,,,,525,
2930,1588,PHPH,1,PHPH_001,Basin2005,7,7,9-May-13,end,17,,2013,2013,1,0,1,alive,use,3770,0,,5.6,5.67,5.7,5.66,5801.3,4498.7,10300,630,
2931,3587,PHPH,1,PHPH_001,Basin2005,7,7,15-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,3.53,,,3.53,,,,,
2932,1587,PHPH,1,PHPH_001,Basin2005,7,7,9-May-13,end,17,,2013,2013,2,1,2,alive,,1567.8,3234.7,,4.4,4.55,,4.48,2031.3,4498.7,6530,,
2933,3589,PHPH,1,PHPH_001,Basin2005,7,7,15-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,1.77,,,1.77,,,,,
2934,1589,PHPH,1,PHPH_001,Basin2005,7,7,9-May-13,end,17,,2013,2013,3,2,3,alive,,463.5,1264,,2.4,,,2.4,463.5,1264,1727.5,,
2935,1563,PHPH,1,PHPH_001,Basin2005,7,7,9-May-13,end,17,,2013,2013,shed,,,alive,,251.3,16,,,,,,,,,,
2936,3584,PHPH,2,PHPH_002,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,2.7,2.79,2.8,2.76,,,,445,
2937,1584,PHPH,2,PHPH_002,Basin2005,7,7,3-May-13,end,17,,2013,2013,1,0,1,alive,use,1896.9,1955.9,,3.56,3.51,3.56,3.54,2393.5,3660.6,6054.1,520,
2938,3578,PHPH,2,PHPH_002,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,1.47,,,1.47,,,,,
2939,1578,PHPH,2,PHPH_002,Basin2005,7,7,3-May-13,end,17,,2013,2013,2,1,2,alive,,298.6,850.7,,2.1,,,2.1,496.6,1704.7,2201.3,,
2940,3577,PHPH,2,PHPH_002,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,1.22,,,1.22,,,,,
2941,1577,PHPH,2,PHPH_002,Basin2005,7,7,3-May-13,end,17,,2013,2013,3,2,3,alive,,198,854,,1.53,,,1.53,198,854,1052,,
2942,1580,PHPH,2,PHPH_002,Basin2005,7,7,3-May-13,end,17,,2013,2013,shed,,,alive,,605.7,,,,,,,,,,,
2943,,PHPH,3,PHPH_003,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,6.38,6.24,6.24,6.29,,,,665,
2944,,PHPH,3,PHPH_003,Basin2005,7,7,9-May-13,end,17,,2013,2013,1,0,1,alive,use,13670,7359,,7.51,7.47,7.53,7.5,14458.5,9914.3,24372.8,730,one of several bases
2945,,PHPH,3,PHPH_003,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,3.08,,,3.08,,,,,
2946,,PHPH,3,PHPH_003,Basin2005,7,7,9-May-13,end,17,,2013,2013,2,1,2,alive,,583.3,1940,,3.19,,,3.19,788.5,2555.3,3343.8,,
2947,,PHPH,3,PHPH_003,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
2948,,PHPH,3,PHPH_003,Basin2005,7,7,9-May-13,end,17,,2013,2013,3,2,3,alive,,205.2,615.3,,1.77,,,1.77,205.2,615.3,820.5,,
2949,1565,PHPH,3,PHPH_003,Basin2005,7,7,3-May-13,end,17,,2013,2013,shed,,,alive,,59.2,10.4,,,,,,,,,,
2950,3579,PHPH,4,PHPH_004,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,3.84,3.84,3.81,3.83,,,,498,
2951,1579,PHPH,4,PHPH_004,Basin2005,7,7,3-May-13,end,17,,2013,2013,1,0,1,alive,use,3260,2640.8,,5.09,5.11,5.14,5.11,5336.2,8496.7,13832.9,575,
2952,3581,PHPH,4,PHPH_004,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,2.55,,,2.55,,,,,
2953,1581,PHPH,4,PHPH_004,Basin2005,7,7,3-May-13,end,17,,2013,2013,2,1,2,alive,,1822.6,4780.2,,3.51,,,3.51,2076.2,5855.9,7932.1,,
2954,3582,PHPH,4,PHPH_004,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
2955,1582,PHPH,4,PHPH_004,Basin2005,7,7,3-May-13,end,17,,2013,2013,3,2,3,alive,,253.6,1075.7,,1.86,,,1.86,253.6,1075.7,1329.3,,
2956,1583,PHPH,4,PHPH_004,Basin2005,7,7,3-May-13,end,17,,2013,2013,shed side,,,alive,,2560,,,,,,,,,,,
2957,1585,PHPH,4,PHPH_004,Basin2005,7,7,3-May-13,end,17,,2013,2013,shed side,,,alive,,3520,,,,,,,,,,,
2958,3608,PHPH,5,PHPH_005,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,4.69,4.76,4.79,4.75,,,,840,
2959,1608,PHPH,5,PHPH_005,Basin2005,7,7,9-May-13,end,17,,2013,2013,1,0,1,alive,use,7180,1643,,5.64,5.62,5.57,5.61,8439.7,3393.3,11833,860,
2960,3621,PHPH,5,PHPH_005,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,1.96,,,1.96,,,,,
2961,1621,PHPH,5,PHPH_005,Basin2005,7,7,9-May-13,end,17,,2013,2013,2,1,2,alive,,1242.5,1631,,3.02,,,3.02,1259.7,1750.3,3010,,
2962,3606,PHPH,5,PHPH_005,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
2963,1606,PHPH,5,PHPH_005,Basin2005,7,7,9-May-13,end,17,,2013,2013,3,2,3,alive,,17.2,119.3,,1.07,,,1.07,17.2,119.3,136.5,,
2964,1609,PHPH,5,PHPH_005,Basin2005,7,7,9-May-13,end,17,,2013,2013,shed,,,alive,,921.4,,,,,,,,,,,
2965,3431,PHPH,6,PHPH_006,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,5.16,5.19,5.14,5.16,,,,745,
2966,1431,PHPH,6,PHPH_006,Basin2005,7,7,10-May-13,end,17,,2013,2013,1,0,1,alive,use,8523,4660,,6.77,6.89,7.12,6.93,12245.5,12477,24722.5,740,
2967,3356,PHPH,6,PHPH_006,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,3.68,,,3.68,,,,,
2968,1356,PHPH,6,PHPH_006,Basin2005,7,7,10-May-13,end,17,,2013,2013,2,1,2,alive,,2660,5400,,5.08,5.14,,5.11,3722.5,7817,11539.5,,
2969,3420,PHPH,6,PHPH_006,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,2.08,,,2.08,,,,,
2970,1420,PHPH,6,PHPH_006,Basin2005,7,7,10-May-13,end,17,,2013,2013,3,2,3,alive,,873.2,1550.7,,2.94,,,2.94,1062.5,2417,3479.5,,
2971,3390,PHPH,6,PHPH_006,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,4,3,4,alive,,,,,,,,,,,,,
2972,1390,PHPH,6,PHPH_006,Basin2005,7,7,10-May-13,end,17,,2013,2013,4,3,4,alive,,189.3,866.3,,1.67,,,1.67,189.3,866.3,1055.6,,
2973,3423,PHPH,7,PHPH_007,Basin2005,7,7,23-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,3.62,3.65,3.65,3.64,,,,560,
2974,1423,PHPH,7,PHPH_007,Basin2005,7,7,10-May-13,end,17,,2013,2013,1,0,1,alive,use,3710,1689.6,,5.41,5.29,5.35,5.35,4711.4,4046.3,8757.7,440,
2975,3393,PHPH,7,PHPH_007,Basin2005,7,7,23-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,2.25,,,2.25,,,,,
2976,1393,PHPH,7,PHPH_007,Basin2005,7,7,10-May-13,end,17,,2013,2013,2,1,2,alive,,962.3,2103.2,,2.91,,,2.91,1001.4,2356.7,3358.1,,
2977,3424,PHPH,7,PHPH_007,Basin2005,7,7,23-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
2978,1424,PHPH,7,PHPH_007,Basin2005,7,7,10-May-13,end,17,,2013,2013,3,2,3,alive,,39.1,253.5,,1.41,,,1.41,39.1,253.5,292.6,,
2979,1426,PHPH,7,PHPH_007,Basin2005,7,7,10-May-13,end,17,,2013,2013,shed,,,alive,,152.9,,,,,,,,,,,
2980,3350,PILI,1,PILI_001,Basin2005,7,7,15-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,3.36,3.42,3.37,3.38,,,,220,
2981,1350,PILI,1,PILI_001,Basin2005,7,7,10-May-13,end,17,,2013,2013,1,0,1,alive,use,483.5,65.9,,3.66,3.56,3.65,3.62,829.3,111.8,941.1,235,
2982,3352,PILI,1,PILI_001,Basin2005,7,7,15-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,1.93,,,1.93,,,,,
2983,1352,PILI,1,PILI_001,Basin2005,7,7,10-May-13,end,17,,2013,2013,2,1,2,alive,,341.8,25.7,,2.01,,,2.01,345.8,45.9,391.7,,
2984,3353,PILI,1,PILI_001,Basin2005,7,7,15-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,0.65,,,0.65,,,,,
2985,1353,PILI,1,PILI_001,Basin2005,7,7,10-May-13,end,17,,2013,2013,3,2,3,alive,,4,20.2,,0.69,,,0.69,4,20.2,24.2,,
2986,1355,PILI,1,PILI_001,Basin2005,7,7,10-May-13,end,17,,2013,2013,shed,,,alive,,107.2,,,,,,,,,,,
2987,3342,PILI,2,PILI_002,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,2.98,2.97,2.97,2.97,,,,345,
2988,1342,PILI,2,PILI_002,Basin2005,7,7,10-May-13,end,17,,2013,2013,1,0,1,alive,use,1224.6,32.8,,3.33,3.2,3.18,3.24,1524.9,66.7,1591.6,270,
2989,3345,PILI,2,PILI_002,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,1.55,,,1.55,,,,,
2990,1345,PILI,2,PILI_002,Basin2005,7,7,10-May-13,end,17,,2013,2013,2,1,2,alive,,298.4,16.3,,1.63,,,1.63,300.3,33.9,334.2,,
2991,3344,PILI,2,PILI_002,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
2992,1344,PILI,2,PILI_002,Basin2005,7,7,10-May-13,end,17,,2013,2013,3,2,3,alive,,1.9,17.6,,0.41,,,0.41,1.9,17.6,19.5,,
2993,1347,PILI,2,PILI_002,Basin2005,7,7,10-May-13,end,17,,2013,2013,shed,,,alive,,32.5,,,,,,,,,,,
2994,3375,PILI,3,PILI_003,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,3.95,4.02,3.96,3.98,,,,422,
2995,1375,PILI,3,PILI_003,Basin2005,7,7,10-May-13,end,17,,2013,2013,1,0,1,alive,use,770.6,19.7,,4.188888889,,,4.19,1296,124.5,1420.5,340,no diameter on plant map; measured dry at 3.77 and scaled up by 10%
2996,3376,PILI,3,PILI_003,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,1.2,1,9,alive,,,,,2.27,,,2.27,,,,,
2997,1376,PILI,3,PILI_003,Basin2005,7,7,10-May-13,end,17,,2013,2013,1.2,1,9,alive,,232.9,62.3,,2.15,,,2.15,232.9,62.3,295.2,,
2998,3383,PILI,3,PILI_003,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,1.44,,,1.44,,,,,
2999,1383,PILI,3,PILI_003,Basin2005,7,7,10-May-13,end,17,,2013,2013,2,1,2,alive,,277.2,5.5,,1.9,,,1.9,292.5,42.5,335,,
3000,3382,PILI,3,PILI_003,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,0.8,,,0.8,,,,,
3001,1382,PILI,3,PILI_003,Basin2005,7,7,10-May-13,end,17,,2013,2013,3,2,3,alive,,15.3,37,,1.1,,,1.1,15.3,37,52.3,,
3002,1384,PILI,3,PILI_003,Basin2005,7,7,10-May-13,end,17,,2013,2013,shed,,,alive,,52.8,,,,,,,,,,,
3003,3378,PILI,4,PILI_004,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,2.59,,,2.59,,,,335,
3004,1378,PILI,4,PILI_004,Basin2005,7,7,10-May-13,end,17,,2013,2013,1,0,1,alive,use,863.4,36,,2.72,2.66,2.66,2.68,1032.7,88.2,1120.9,285,
3005,3380,PILI,4,PILI_004,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,1.75,,,1.75,,,,,
3006,1380,PILI,4,PILI_004,Basin2005,7,7,10-May-13,end,17,,2013,2013,2,1,2,alive,,166.6,39,,1.78,,,1.78,169.3,52.2,221.5,,
3007,3379,PILI,4,PILI_004,Basin2005,7,7,16-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
3008,1379,PILI,4,PILI_004,Basin2005,7,7,10-May-13,end,17,,2013,2013,3,2,3,alive,,2.7,13.2,,0.54,,,0.54,2.7,13.2,15.9,,
3009,1381,PILI,4,PILI_004,Basin2005,7,7,10-May-13,end,17,,2013,2013,shed,,,alive,,174.4,,,,,,,,,,,
3010,3360,PILI,5,PILI_005,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,2.04,1.98,1.98,2,,,,145,
3011,1360,PILI,5,PILI_005,Basin2005,7,7,10-May-13,end,17,,2013,2013,1,0,1,alive,use,304.2,32.7,,2.36,2.44,2.19,2.33,400.1,57.8,457.9,125,
3012,3361,PILI,5,PILI_005,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,1,,,1,,,,,
3013,1361,PILI,5,PILI_005,Basin2005,7,7,10-May-13,end,17,,2013,2013,2,1,2,alive,,90.8,0,,1.5,,,1.5,95.9,25.1,121,,
3014,3359,PILI,5,PILI_005,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,0.49,,,0.49,,,,,
3015,1359,PILI,5,PILI_005,Basin2005,7,7,10-May-13,end,17,,2013,2013,3,2,3,alive,,5.1,25.1,,0.62,,,0.62,5.1,25.1,30.2,,
3016,1362,PILI,5,PILI_005,Basin2005,7,7,10-May-13,end,17,,2013,2013,shed,,,alive,,17.6,,,,,,,,,,,
3017,3349,PILI,6,PILI_006,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,1.85,,,1.85,,,,295,
3018,1349,PILI,6,PILI_006,Basin2005,7,7,10-May-13,end,17,,2013,2013,1,0,1,alive,use,207.8,0.5,,2.16,2.26,2.09,2.17,671.5,22.8,694.3,240,
3019,3351,PILI,6,PILI_006,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,1.94,,,1.94,,,,,
3020,1351,PILI,6,PILI_006,Basin2005,7,7,10-May-13,end,17,,2013,2013,2,1,2,alive,,462,0,,2.07,,,2.07,463.7,22.3,486,,
3021,3346,PILI,6,PILI_006,Basin2005,7,7,22-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
3022,1346,PILI,6,PILI_006,Basin2005,7,7,10-May-13,end,17,,2013,2013,3,2,3,alive,,1.7,22.3,,0.84,,,0.84,1.7,22.3,24,,
3023,1389,PILI,6,PILI_006,Basin2005,7,7,10-May-13,end,17,,2013,2013,shed,,,alive,,20.6,,,,,,,,,,,
3024,3391,PILI,7,PILI_007,Basin2005,7,7,23-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,2.79,,,2.79,,,,418,
3025,1391,PILI,7,PILI_007,Basin2005,7,7,10-May-13,end,17,,2013,2013,1,0,1,alive,use,407.2,19,,3.15,3.07,3.03,3.08,409.8,36.7,446.5,400,
3026,3392,PILI,7,PILI_007,Basin2005,7,7,23-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,
3027,1392,PILI,7,PILI_007,Basin2005,7,7,10-May-13,end,17,,2013,2013,2,1,2,alive,,2.6,17.7,,0.5,,,0.5,2.6,17.7,20.3,,
3028,1435,PILI,7,PILI_007,Basin2005,7,7,10-May-13,end,17,,2013,2013,shed,,,alive,,985.1,,,,,,,,,,,
3029,,PUTU,1,PUTU_001,Basin2005,7,7,15-Mar-12,start,1,1,2012,2012,1,0,1,alive,use,,,,3.44,3.44,3.41,3.43,,,,575,
3030,,PUTU,1,PUTU_001,Basin2005,7,7,9-May-13,end,17,,2013,2013,1,0,1,alive,use,3600,1191.8,,4.32,4.5,4.49,4.44,4383.4,2358.2,6741.6,680,
3031,,PUTU,1,PUTU_001,Basin2005,7,7,15-Mar-12,start,1,1,2012,2012,2,1,2,alive,,,,,1.85,,,1.85,,,,,
3032,,PUTU,1,PUTU_001,Basin2005,7,7,9-May-13,end,17,,2013,2013,2,1,2,alive,,580.2,556.4,,2.26,,,2.26,783.4,1166.4,1949.8,,
3033,,PUTU,1,PUTU_001,Basin2005,7,7,15-Mar-12,start,1,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
3034,,PUTU,1,PUTU_001,Basin2005,7,7,9-May-13,end,17,,2013,2013,3,2,3,alive,,203.2,610,,1.511111111,,,1.51,203.2,610,813.2,,"previous measure too big (measured on bump), remeasured dry = 1.36 and scaled up by 10%"
3035,,PUTU,1,PUTU_001,Basin2005,7,7,9-May-13,end,17,,2013,2013,shed,,,alive,,246.9,,,,,,,,,,,
3036,3576,PUTU,2,PUTU_002,Basin2005,7,7,1-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,5.5,5.32,5.3,5.37,,,,505,
3037,1576,PUTU,2,PUTU_002,Basin2005,7,7,9-May-13,end,17,,2013,2013,1,0,1,alive,use,5860,1914.7,,6.06,6.01,6.02,6.03,6245.6,2236.1,8481.7,540,
3038,,PUTU,2,PUTU_002,Basin2005,7,7,1-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,1.64,,,1.64,,,,,
3039,,PUTU,2,PUTU_002,Basin2005,7,7,9-May-13,end,17,,2013,2013,2,1,2,alive,,218.6,133.5,,1.87,,,1.87,385.6,321.4,707,,
3040,,PUTU,2,PUTU_002,Basin2005,7,7,1-May-12,start,2,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
3041,,PUTU,2,PUTU_002,Basin2005,7,7,9-May-13,end,17,,2013,2013,3,2,3,alive,,167,187.9,,1.27,,,1.27,167,187.9,354.9,,
3042,1575,PUTU,2,PUTU_002,Basin2005,7,7,9-May-13,end,17,,2013,2013,shed side,,,alive,,3020,,,,,,,,,,,
3043,,PUTU,3,PUTU_003,Basin2005,7,7,3-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,3.66,3.73,3.61,3.67,,,,565,
3044,,PUTU,3,PUTU_003,Basin2005,7,7,9-May-13,end,17,,2013,2013,1,0,1,alive,use,3740,1261.2,,4.44,4.48,4.45,3.67,5423,2317.1,7740.1,610,
3045,,PUTU,3,PUTU_003,Basin2005,7,7,3-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,2.61,,,2.61,,,,,
3046,,PUTU,3,PUTU_003,Basin2005,7,7,9-May-13,end,17,,2013,2013,2,1,2,alive,,1460,513,,2.97,,,2.97,1683,1055.9,2738.9,,
3047,,PUTU,3,PUTU_003,Basin2005,7,7,3-May-12,start,2,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
3048,,PUTU,3,PUTU_003,Basin2005,7,7,9-May-13,end,17,,2013,2013,3,2,3,alive,,223,542.9,,1.73,,,1.73,223,542.9,765.9,,
3049,3519,PUTU,4,PUTU_004,Basin2005,7,7,3-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,3.81,3.77,3.56,3.71,,,,563,
3050,1519,PUTU,4,PUTU_004,Basin2005,7,7,14-May-13,end,17,,2013,2013,1,0,1,alive,use,781.8,803.8,,4.07,4.12,4.19,4.13,3866.8,2795.4,6662.2,590,
3051,3516,PUTU,4,PUTU_004,Basin2005,7,7,3-May-12,start,2,1,2012,2012,1.2,1,9,alive,,,,,1.36,,,1.36,,,,,
3052,1516,PUTU,4,PUTU_004,Basin2005,7,7,14-May-13,end,17,,2013,2013,1.2,1,9,alive,,472.4,610.3,,1.92,,,1.92,472.4,610.3,1082.7,,
3053,3655,PUTU,4,PUTU_004,Basin2005,7,7,3-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,2.83,,,2.83,,,,,
3054,1655,PUTU,4,PUTU_004,Basin2005,7,7,14-May-13,end,17,,2013,2013,2,1,2,alive,,2430,1012.6,,3.58,,,3.58,2612.6,1381.3,3993.9,,
3055,3518,PUTU,4,PUTU_004,Basin2005,7,7,3-May-12,start,2,1,2012,2012,3,2,3,alive,,,,,1.16,,,1.16,,,,,
3056,1518,PUTU,4,PUTU_004,Basin2005,7,7,14-May-13,end,17,,2013,2013,3,2,3,alive,,182.6,368.7,,1.37,,,1.37,182.6,368.7,551.3,,
3057,1517,PUTU,4,PUTU_004,Basin2005,7,7,14-May-13,end,17,,2013,2013,shed,,,alive,,296.1,,,,,,,,,,,
3058,3625,PUTU,5,PUTU_005,Basin2005,7,7,3-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,3,3.02,3.03,3.02,,,,540,
3059,1625,PUTU,5,PUTU_005,Basin2005,7,7,9-May-13,end,17,,2013,2013,1,0,1,alive,use,3070,1800,,3.63,3.67,3.66,3.65,5184.5,3875.1,9059.6,540,
3060,3624,PUTU,5,PUTU_005,Basin2005,7,7,3-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,2.67,,,2.67,,,,,
3061,1624,PUTU,5,PUTU_005,Basin2005,7,7,9-May-13,end,17,,2013,2013,2,1,2,alive,,2030,1847.8,,3.29,,,3.29,2114.5,2075.1,4189.6,,
3062,3626,PUTU,5,PUTU_005,Basin2005,7,7,3-May-12,start,2,1,2012,2012,3,2,3,alive,,,,,0.84,,,0.84,,,,,
3063,1626,PUTU,5,PUTU_005,Basin2005,7,7,9-May-13,end,17,,2013,2013,3,2,3,alive,,84.5,227.3,,1.24,,,1.24,84.5,227.3,311.8,,
3064,#VALUE!,PUTU,6,PUTU_006,Basin2005,7,7,3-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,2.78,2.86,2.81,2.82,,,,495,
3065, ,PUTU,6,PUTU_006,Basin2005,7,7,9-May-13,end,17,,2013,2013,1,0,1,alive,use,1598.7,476,,3.31,3.25,3.24,3.27,1964.3,1004.2,2968.5,540,
3066,,PUTU,6,PUTU_006,Basin2005,7,7,3-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,1.35,,,1.35,,,,,
3067,,PUTU,6,PUTU_006,Basin2005,7,7,9-May-13,end,17,,2013,2013,2,1,2,alive,,159.5,136.9,,1.44,,,1.44,365.6,528.2,893.8,,
3068,3460,PUTU,6,PUTU_006,Basin2005,7,7,3-May-12,start,2,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
3069,1460,PUTU,6,PUTU_006,Basin2005,7,7,9-May-13,end,17,,2013,2013,3,2,3,alive,,206.1,391.3,,,,,,206.1,391.3,597.4,,check sedment and plant number on data sheet; entered as PUTU 008 which doesn't exist
3070,,PUTU,6,PUTU_006,Basin2005,7,7,9-May-13,end,17,,2013,2013,shed,,,alive,,11.1,,,,,,,,,,,
3071,,PUTU,7,PUTU_007,Basin2005,7,7,3-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,3.93,3.85,3.79,3.86,,,,635,
3072,,PUTU,7,PUTU_007,Basin2005,7,7,9-May-13,end,17,,2013,2013,1,0,1,alive,use,3540,1418.5,,4.18,4.26,4.27,,4726.4,2530,7256.4,665,"no section 2 on map and no section 2 bag found, so assume skipped"
3073,,PUTU,7,PUTU_007,Basin2005,7,7,3-May-12,start,2,1,2012,2012,1.2,1,9,alive,,,,,2.11,,,2.11,,,,,
3074,,PUTU,7,PUTU_007,Basin2005,7,7,9-May-13,end,17,,2013,2013,1.2,1,9,alive,,1058.8,809.1,,2.54,,,2.54,1058.8,809.1,1867.9,,"no section 2 on map and no section 2 bag found, so assume skipped"
3075,,PUTU,7,PUTU_007,Basin2005,7,7,3-May-12,start,2,1,2012,2012,3,2,3,alive,,,,,1.33,,,1.33,,,,,
3076,,PUTU,7,PUTU_007,Basin2005,7,7,9-May-13,end,17,,2013,2013,3,2,3,alive,,127.6,302.4,,1.41,,,1.41,127.6,302.4,430,,
3077,,PUTU,7,PUTU_007,Basin2005,7,7,9-May-13,end,17,,2013,2013,shed,,,alive,,106.6,,,,,,,,,,,
3078,,BAER,801,BAER_801,Waratah2003,9,9,17-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,19.68,19.51,19.41,19.53,,,,1030,
3079,,BAER,801,BAER_801,Waratah2003,9,9,28-May-13,end,17,,2013,2013,1,0,1,alive,use,196370,110310,,35.12,35.2,36.61,35.64,326844.7,236638.7,563483.4,1080,
3080,,BAER,801,BAER_801,Waratah2003,9,9,17-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,12.185,,,12.19,,,,,
