"","species","age","age2","replicate","site","tag_ID","d_start","d_end","length_start","new_length","segment","lvs_start_length","lvs_start_count","lvs_end_length","lvs_end_count","lvs_new_length","lvs_new_count","new_but_shed_count","mm_lvs_spec","count_lvs_spec","notes","dont_use","count_per_length","leaf_start_total","leaf_end_total","leaf_new_total","LL_bd","LL_death","LL_birth"
"127","BOLE",1.4,1.35,"308","Wilunga2012","BOLE_308",88,273.67,30,151,"1",0,8,0,0,0,13,9,0,0,"","",0.245981591113861,8,0,22,0.421052631578947,1,0.363636363636364
"128","BOLE",1.4,1.35,"313","Wilunga2012","BOLE_313",78,294.3,51,331,"1",0,10,0,3,0,26.66666667,0,0,0,"","",0.245981591113861,10,3,26.66666667,0.491803278648213,1.42857142857143,0.374999999953125
"129","BOLE",1.4,1.35,"316","Wilunga2012","BOLE_316",52,238.3,30,298,"1",0,6,0,0,0,31,1,0,0,"","",0.245981591113861,6,0,32,0.272727272727273,1,0.1875
"130","BOLE",1.4,1.35,"317","Wilunga2012","BOLE_317",79,139.33,37,178,"1",0,8,0,0,0,15,0,0,0,"","",0.245981591113861,8,0,15,0.516129032258065,1,0.533333333333333
"131","BOLE",5,5,"401","Basin2007","BOLE_401",105,139,90,75,"2",0,25,0,0,18,0,0,0,0,"","",0.245981591113861,25,0,4.4276686400495,0.918650407950939,1,5.64631232198995
"132","BOLE",5,5,"402","Basin2007","BOLE_402",71,76,34,31,"3",0,9,0,0,10,0,0,0,0,"","",0.245981591113861,9,0,2.45981591113861,0.879773311655289,1,3.65881038464949
"133","BOLE",5,5,"403","Basin2007","BOLE_403",129,156,140,42,"2",0,20,0,0,26,0,0,0,0,"little side branches above, but last main node","",0.245981591113861,20,0,6.39552136896039,0.862152182360448,1,3.12718836294828
"134","BOLE",5,5,"404","Basin2007","BOLE_404",95,93,70,29,"2",0,12,0,2,7,0,0,0,0,"","",0.245981591113861,12,2,1.72187113779703,1.10487719256556,1.2,6.9691626374276
"135","BOLE",5,5,"405","Basin2007","BOLE_405",98,109,97,53,"2",0,17,0,0,14,0,0,0,0,"","",0.245981591113861,17,0,3.44374227559406,0.908028897051813,1,4.93649020151121
"136","BOLE",5,5,"407","Basin2007","BOLE_407",106,112,142,55,"3",0,20,0,4,7,0,0,0,0,"","",0.245981591113861,20,4,1.72187113779703,1.18617379909166,1.25,11.6152710623793
"137","BOLE",5,5,"408","Basin2007","BOLE_408",131,176,180,50,"2",0,41,0,19,11,0,0,0,0,"","",0.245981591113861,41,19,2.70579750225247,1.7556706958284,1.86363636363636,15.1526490677403
"138","BOLE",9,9,"801","Waratah2003","BOLE_801",110,137,143,74,"3",0,6,0,2,0,12,0,0,0,"","",0.245981591113861,6,2,12,0.6,1.5,0.5
"139","BOLE",9,9,"802","Waratah2003","BOLE_802",143,158,195,37,"2",0,21,0,12,0,13,0,0,0,"","",0.245981591113861,21,12,13,1.35483870967742,2.33333333333333,1.61538461538462
"140","BOLE",9,9,"803","Waratah2003","BOLE_803",123,141,160,25,"2",0,17,0,11,0,10,0,0,0,"","",0.245981591113861,17,11,10,1.54545454545455,2.83333333333333,1.7
"141","BOLE",9,9,"804","Waratah2003","BOLE_804",71,87,56,16,"2",0,12,0,3,0,8,0,0,0,"","",0.245981591113861,12,3,8,0.923076923076923,1.33333333333333,1.5
"142","BOLE",9,9,"805","Waratah2003","BOLE_805",137,161,265,47,"2",0,23,0,5,0,14,0,0,0,"","",0.245981591113861,23,5,14,0.92,1.27777777777778,1.64285714285714
"143","BOLE",9,9,"806","Waratah2003","BOLE_806",103,117,76,20,"3",0,10,0,4,0,8,0,0,0,"","",0.245981591113861,10,4,8,1,1.66666666666667,1.25
"144","BOLE",9,9,"807","Waratah2003","BOLE_807",133,138,255,15,"2",0,21,0,13,0,6,0,0,0,"a branch low on stem that later became the main leader; data on several other branches higher up as well","",0.245981591113861,21,13,6,1.90909090909091,2.625,3.5
"145","COER",7,7,"1","Basin2005","COER_001",162,221,185,50,"3",427.4,22,275,37,50,0,0,0,0,"","",1.42752454464257,632.123990380235,429.569249776707,71.3762272321285,2.6532757612012,3.12075633725862,8.85622587369954
"146","COER",7,7,"3","Basin2005","COER_003",143,206,102,60,"N/A",337,0,182,75,60,0,0,0,0,"","",1.42752454464257,481.075771544546,334.809467124948,85.6514726785543,2.54413548880145,3.2890403121451,5.61666666666667
"147","COER",7,7,"5","Basin2005","COER_005",105,148,70,22,"2",185,14,70,0,22,0,0,0,0,"","",1.42752454464257,278.092040758876,99.92671812498,31.4055399821366,1.43443945310197,1.56086513720919,8.85487213138364
"148","COER",2.4,2.4,"152","Waratah2011","COER_152",179,454,146,616,"1",132,0,123,0,616,0,0,0,0,"","",1.42752454464257,188.433239892819,175.585518991036,879.355119499824,0.416403785488959,14.6666666666667,0.214285714285714
"149","COER",2.4,2.4,"153","Waratah2011","COER_153",101,195,30,106,"1",0,12,0,10,106,0,0,0,0,"old leaves all juvenile","",1.42752454464257,12,10,151.317601732113,0.154522087209372,6,0.0793033980359032
"150","COER",2.4,2.4,"154","Waratah2011","COER_154",99.3,182.67,37,119,"1",0,15,0,9,119,0,0,0,0,"old leaves all juvenile","",1.42752454464257,15,9,169.875420812466,0.164948071960385,2.5,0.0883000020147662
"151","COER",2.4,2.4,"156","Waratah2011","COER_156",132,229,145,176,"1",125,0,125,0,176,0,0,0,0,"","",1.42752454464257,178.440568080321,178.440568080321,251.244319857092,1.42045454545455,NA,0.710227272727273
"152","COER",2.4,2.4,"157","Waratah2011","COER_157",148,2322,135,185,"1",120,0,110,0,192,0,0,0,0,"","",1.42752454464257,171.302945357109,157.027699910683,274.084712571374,1.13207547169811,12,0.625
"153","COER",2.4,2.4,"158","Waratah2011","COER_158",121,199,83,224,"1",65,0,44,0,224,0,0,0,0,"","",1.42752454464257,92.7890954017671,62.8110799642731,319.765497999936,0.488721804511278,3.0952380952381,0.290178571428571
"154","COER",2.4,2.4,"159","Waratah2011","COER_159",93.33,165,70,192,"1",55,0,55,0,192,0,0,0,0,"","",1.42752454464257,78.5138499553414,78.5138499553414,274.084712571374,0.572916666666667,NA,0.286458333333333
"155","COER",2.4,2.4,"159b","Waratah2011","COER_159b",112,163,135,82,"1",128,0,70,0,82,0,0,0,0,"","",1.42752454464257,182.723141714249,99.92671812498,117.057012660691,1.29292929292929,2.20689655172414,1.5609756097561
"156","COER",1.4,1.35,"321","Wilunga2012","COER_321",72,104,8,48,"1",0,6,0,6,48,0,0,0,0,"","",1.42752454464257,6,6,68.5211781428434,0.175128337329286,NA,0.0875641686646432
"157","COER",1.4,1.35,"322","Wilunga2012","COER_322",60,88.67,8,55,"1",0,6,0,4,55,0,1,0,0,"","",1.42752454464257,6,4,79.5138499553414,0.143688741525112,3,0.0754585522317165
"158","COER",1.4,1.35,"324","Wilunga2012","COER_324",70,129,6,68,"1",0,6,0,6,68,0,2,0,0,"","",1.42752454464257,6,6,99.0716690356948,0.121124435641399,NA,0.0605622178206995
"159","COER",1.4,1.35,"327","Wilunga2012","COER_327",82,100.33,13,29,"1",0,8,0,5,29,0,1,0,0,"","",1.42752454464257,8,5,42.3982117946346,0.330590726531218,2.66666666666667,0.188687203100683
"160","COER",5,5,"401","Basin2007","COER_401",127,192,95,88,"2",205,0,185,0,88,0,0,0,0,"","",1.42752454464257,292.642531651727,264.092040758876,125.622159928546,3.203125,10.25,2.32954545454545
"161","COER",5,5,"402","Basin2007","COER_402",102,208,82,77,"2",125,2,82,18,77,0,0,0,0,"","",1.42752454464257,180.440568080321,135.057012660691,109.919389937478,1.7982332382292,3.97590198502324,1.64157177530694
"162","COER",5,5,"403","Basin2007","COER_403",106,173,105,165,"2",200,0,165,0,165,0,0,0,0,"","",1.42752454464257,285.504908928514,235.541549866024,235.541549866024,1.70212765957447,5.71428571428571,1.21212121212121
"163","COER",5,5,"404","Basin2007","COER_404",128,155,132,33,"2",204,0,132,45,33,0,0,0,0,"","",1.42752454464257,291.215007107084,233.433239892819,47.1083099732048,3.58039841717045,5.03991174287223,6.18181818181818
"164","COER",5,5,"405","Basin2007","COER_405",161,204,165,64,"2",224,0,175,35,64,0,0,0,0,"","",1.42752454464257,319.765497999936,284.81679531245,91.3615708571245,3.96586293019378,9.14956703427032,3.5
"165","COER",5,5,"406","Basin2007","COER_406",114,168,122,46,"2",209,0,122,25,46,0,0,0,0,"","",1.42752454464257,298.352629830297,199.157994446394,65.6661290535583,2.25977298727565,3.0077496497226,4.54347826086956
"166","COER",5,5,"407","Basin2007","COER_407",120,142,63,25,NA,269,0,236,0,25,0,0,0,0,"","",1.42752454464257,384.004102508852,336.895792535647,35.6881136160643,5.91208791208791,8.15151515151515,10.76
"167","COER",9,9,"801","Waratah2003","COER_801",136,197,112,68,"3",297,0,90,0,68,0,0,0,0,"","",1.42752454464257,423.974789758844,128.477209017831,97.0716690356948,1.23236514522822,1.43478260869565,4.36764705882353
"168","COER",9,9,"802","Waratah2003","COER_802",146,181,92,70,"2",212,16,40,24,70,0,0,0,0,"","",1.42752454464257,318.635203464225,81.1009817857028,99.92671812498,1.10830568606163,1.3414286211587,3.1886887655582
"169","COER",9,9,"803","Waratah2003","COER_803",156,173,138,53,"3",276,45,125,45,53,0,0,0,0,"","",1.42752454464257,438.99677432135,223.440568080321,75.6588008660563,1.73252451109449,2.03657682595544,5.8023226550806
"170","COER",9,9,"804","Waratah2003","COER_804",162,191,218,25,"N/A - bn 3&4",385,0,75,1,25,0,0,0,0,"","",1.42752454464257,549.59694968739,108.064340848193,35.6881136160643,1.19639718511398,1.24474826702448,15.4
"171","COER",9,9,"807","Waratah2003","COER_807",103,181,48,103,"N/A - bn 2&3",233,2,133,0,103,0,0,0,0,"","",1.42752454464257,334.613218901719,189.860764437462,147.035028098185,1.53302454378305,2.31162380037116,2.27573812328771
"172","EPMI",7,7,"1","Basin2005","EPMI_001",89,110,140,42,"2",140,0,120,0,42,0,0,0,0,"","",1,140,120,42,3.41463414634146,7,3.33333333333333
"173","EPMI",7,7,"2","Basin2005","EPMI_002",82,86,72,57,"2",146,0,118,0,57,0,0,0,0,"","",1,146,118,57,2.58407079646018,5.21428571428571,2.56140350877193
"174","EPMI",7,7,"3","Basin2005","EPMI_003",101,113,132,97,"N/A - bn 3&4",215,10,120,3,97,0,0,0,0,"","",1,225,123,97,1.49501661129568,2.20588235294118,2.31958762886598
"175","EPMI",7,7,"4","Basin2005","EPMI_004",65,137,80,37,"N/A - bn 2&3",110,36,80,0,37,0,0,0,0,"","",1,146,80,37,1.72781065088757,2.21212121212121,3.94594594594595
"176","EPMI",7,7,"5","Basin2005","EPMI_005",138,173,165,78,"N/A - bn 2&3",265,1,125,33,78,0,0,0,0,"","",1,266,158,78,1.80952380952381,2.46296296296296,3.41025641025641
"177","EPMI",7,7,"6","Basin2005","EPMI_006",117,137,87,82,"N/A - bn 2&3",207,21,95,0,82,0,0,0,0,"main stem nipped from 87 mm to 82 mm","",1,228,95,82,1.31034482758621,1.71428571428571,2.78048780487805
"178","EPMI",1.4,1.4,"101","Waratah2011","EPMI_101",67,187,57,136,"1",52,0,0,15,136,0,0,0,0,"","",1,52,15,136,0.495238095238095,1.40540540540541,0.382352941176471
"179","EPMI",1.4,1.4,"101","Waratah2011","EPMI_101",67,187,57,136,"1",52,0,0,15,136,0,0,0,0,"","",1,52,15,136,0.495238095238095,1.40540540540541,0.382352941176471
"180","EPMI",1.4,1.4,"102","Waratah2011","EPMI_102",56,109,48,79,"1",48,0,0,16,79,0,0,0,0,"","",1,48,16,79,0.671328671328671,1.5,0.607594936708861
"181","EPMI",1.4,1.4,"102","Waratah2011","EPMI_102",56,109,48,79,"1",48,0,0,16,79,0,0,0,0,"","",1,48,16,79,0.671328671328671,1.5,0.607594936708861
"182","EPMI",1.4,1.4,"104","Waratah2011","EPMI_104",64,103.3333333,47,108,"1",41,0,8,0,108,0,0,0,0,"","",1,41,8,108,0.471264367816092,1.24242424242424,0.37962962962963
"183","EPMI",1.4,1.4,"104","Waratah2011","EPMI_104",64,103.33,47,108,"1",41,0,8,0,108,0,0,0,0,"","",1,41,8,108,0.471264367816092,1.24242424242424,0.37962962962963
"184","EPMI",1.4,1.4,"105","Waratah2011","EPMI_105",62,101.3333333,52,103,"1",50,0,37,0,103,0,0,0,0,"","",1,50,37,103,0.775193798449612,3.84615384615385,0.485436893203884
"185","EPMI",1.4,1.4,"105","Waratah2011","EPMI_105",62,101.33,52,103,"1",50,0,37,0,103,0,0,0,0,"","",1,50,37,103,0.775193798449612,3.84615384615385,0.485436893203884
"186","EPMI",1.4,1.4,"106","Waratah2011","EPMI_106",32,107.6666667,28,133,"1",28,0,0,5,133,0,0,0,0,"","",1,28,5,133,0.312849162011173,1.21739130434783,0.210526315789474
"187","EPMI",1.4,1.4,"106","Waratah2011","EPMI_106",32,107.67,28,133,"1",28,0,0,0,121,5,0,0,0,"shoot nipped at some point","",1,28,0,126,0.307692307692308,1,0.222222222222222
"188","EPMI",1.4,1.4,"108","Waratah2011","EPMI_108",73,174,44,78,"1",39,0,0,22,74,0,0,0,0,"","",1,39,22,74,0.722222222222222,2.29411764705882,0.527027027027027
"189","EPMI",1.4,1.4,"108","Waratah2011","EPMI_108",73,174,44,78,"1",39,0,0,18,78,0,0,0,0,"","",1,39,18,78,0.65,1.85714285714286,0.5
"190","EPMI",1.4,1.4,"109","Waratah2011","EPMI_109",66.5,134.6666667,60,182,"1",50,0,35,0,180,0,0,0,0,"","",1,50,35,180,0.476190476190476,3.33333333333333,0.277777777777778
"191","EPMI",1.4,1.4,"111","Waratah2011","EPMI_111",35,101,13,108,"1",13,0,0,0,95,0,23,0,0,"","",1,13,0,118,0.180555555555556,1,0.110169491525424
"192","EPMI",1.4,1.4,"112","Waratah2011","EPMI_112",35,145.6666667,35,197,"1",35,0,0,9,197,0,0,0,0,"","",1,35,9,197,0.281124497991968,1.34615384615385,0.177664974619289
"193","EPMI",1.4,1.4,"113","Waratah2011","EPMI_113",53,218.6666667,42,170,"1",42,0,10,0,170,0,0,0,0,"","",1,42,10,170,0.358974358974359,1.3125,0.247058823529412
"194","EPMI",1.4,1.4,"116","Waratah2011","EPMI_116",27,71,35,81,"1",17,0,17,0,81,0,0,0,0,"","",1,17,17,81,0.419753086419753,NA,0.209876543209877
"195","EPMI",2.4,2.4,"151","Waratah2011","EPMI_151",80,126,92,122,"2",127,0,0,38,122,0,0,0,0,"92 mm length nipped to 80 mm and then regrew","",1,127,38,122,0.846666666666667,1.42696629213483,1.04098360655738
"196","EPMI",2.4,2.4,"152","Waratah2011","EPMI_152",121,143,68,122,"2",136,0,30,0,122,0,0,0,0,"68 mm length nipped to 48 mm and then regrew","",1,136,30,122,0.81437125748503,1.28301886792453,1.11475409836066
"197","EPMI",2.4,2.4,"153","Waratah2011","EPMI_153",74,146.67,141,175,"1",130,0,0,33,175,0,0,0,0,"main stem nipped from 141 mm to 110 mm","",1,130,33,175,0.704607046070461,1.34020618556701,0.742857142857143
"198","EPMI",2.4,2.4,"154","Waratah2011","EPMI_154",93,145,175,78,"2",155,0,0,0,70,0,0,0,0,"","",1,155,0,70,0.815789473684211,1,2.21428571428571
"199","EPMI",2.4,2.4,"155","Waratah2011","EPMI_155",143.33,184,298,292,"1",222,0,0,6,267,0,0,0,0,"main stem nipped from 298 mm to 270 mm","",1,222,6,267,0.63519313304721,1.02777777777778,0.831460674157303
"200","EPMI",2.4,2.4,"156","Waratah2011","EPMI_156",88,142.33,183,132,"1",154,0,0,54,132,0,0,0,0,"main stem nipped from 183 mm to 175 mm","",1,154,54,132,0.927710843373494,1.54,1.16666666666667
"201","EPMI",2.4,2.4,"157","Waratah2011","EPMI_157",51,133,56,152,"2",266,0,95,0,152,0,0,0,0,"","",1,266,95,152,1.07692307692308,1.55555555555556,1.75
"202","EPMI",1.4,1.35,"302","Wilunga2012","EPMI_302",32,89.67,10,113,"1",0,12,0,0,102,0,11,0,0,"","",1,12,0,113,0.175182481751825,1,0.106194690265487
"203","EPMI",1.4,1.35,"304","Wilunga2012","EPMI_304",30,109.67,12,200,"1",9,0,0,0,200,0,3,0,0,"","",1,9,0,203,0.081447963800905,1,0.0443349753694581
"204","EPMI",1.4,1.35,"307","Wilunga2012","EPMI_307",35,94,12,78,"1",10,0,0,0,73,0,0,0,0,"","",1,10,0,73,0.21505376344086,1,0.136986301369863
"205","EPMI",1.4,1.35,"310","Wilunga2012","EPMI_310",41,141,20,170,"1",12,0,0,0,230,0,0,0,0,"","",1,12,0,230,0.094488188976378,1,0.0521739130434783
"206","EPMI",1.4,1.35,"311","Wilunga2012","EPMI_311",35,120.3333333,15,230,"1",12,0,0,3,220,0,0,0,0,"","",1,12,3,220,0.100840336134454,1.33333333333333,0.0545454545454545
"207","EPMI",1.4,1.35,"312","Wilunga2012","EPMI_312",30,70.33333333,10,95,"1",9,0,0,0,60,9,25,0,0,"","",1,9,0,94,0.160714285714286,1,0.0957446808510638
"208","EPMI",1.4,1.35,"313","Wilunga2012","EPMI_313",30,64.33333333,10,97,"1",10,0,0,0,79,0,0,0,0,"","",1,10,0,79,0.202020202020202,1,0.126582278481013
"209","EPMI",1.4,1.35,"314","Wilunga2012","EPMI_314",30,82.66666667,8,175,"1",8,0,0,3,167,0,0,0,0,"","",1,8,3,167,0.0903954802259887,1.6,0.0479041916167665
"210","EPMI",5,5,"401","Basin2007","EPMI_401",98,168,108,51,"2",108,46,98,0,51,0,0,0,0,"","",1,154,98,51,1.88957055214724,2.75,3.01960784313725
"211","EPMI",5,5,"402","Basin2007","EPMI_402",131.67,174.3,161,85,"1",120,0,100,0,85,0,0,0,0,"","",1,120,100,85,1.92,6,1.41176470588235
"212","EPMI",5,5,"403","Basin2007","EPMI_403",113,168.67,180,48,"1",130,0,90,0,48,0,0,0,0,"","",1,130,90,48,2.03125,3.25,2.70833333333333
"213","EPMI",5,5,"404","Basin2007","EPMI_404",102,135,83,51,"2",141,0,83,0,51,0,0,0,0,"","",1,141,83,51,1.68862275449102,2.43103448275862,2.76470588235294
"214","EPMI",5,5,"405","Basin2007","EPMI_405",142.33,181.67,210,40,"1",163,0,95,0,40,0,0,0,0,"","",1,163,95,40,1.85227272727273,2.39705882352941,4.075
"215","EPMI",5,5,"406","Basin2007","EPMI_406",118,134,85,26,"above 3",211,20,110,1,26,0,0,0,0,"top shoot nipped from 85 mm to 60 mm","",1,231,111,26,1.73684210526316,1.925,8.88461538461539
"216","EPMI",5,5,"407","Basin2007","EPMI_407",107,119,85,13,"3",166,0,105,0,13,0,0,0,0,"","",1,166,105,13,2.45925925925926,2.72131147540984,12.7692307692308
"217","EPMI",9,9,"801","Waratah2003","EPMI_801",99,144,55,57,"4",320,0,20,33,57,0,0,0,0,"","",1,320,53,57,1.082910321489,1.19850187265918,5.6140350877193
"218","EPMI",9,9,"802","Waratah2003","EPMI_802",121,141,133,60,"N/A - bn 3&4",248,23,60,29,60,0,0,0,0,"main stem nipped from 133 to 88 mm","",1,271,89,60,1.27830188679245,1.48901098901099,4.51666666666667
"219","EPMI",9,9,"803","Waratah2003","EPMI_803",87,126,71,60,"2",60,4,40,0,60,0,0,0,0,"","",1,64,40,60,1.18518518518519,2.66666666666667,1.06666666666667
"220","EPMI",9,9,"804","Waratah2003","EPMI_804",129,135,98,12,"4",98,2,0,12,12,0,0,0,0,"main stem nipped from 38 mm to 10 mm","",1,100,12,12,1.06382978723404,1.13636363636364,8.33333333333333
"221","EPMI",9,9,"805","Waratah2003","EPMI_805",71,101,18,24,"N/A - bn 3&4",92,0,36,6,24,0,0,0,0,"","",1,92,42,24,1.48387096774194,1.84,3.83333333333333
"222","EPMI",9,9,"806","Waratah2003","EPMI_806",122,181,54,72,"3",74,0,0,30,72,0,0,0,0,"main stem nipped from 54 to 42 mm","",1,74,30,72,0.925,1.68181818181818,1.02777777777778
"223","EPMI",9,9,"807","Waratah2003","EPMI_807",61,107,38,57,"N/A - bn 3&4",293,0,98,25,57,0,0,0,0,"","",1,293,123,57,1.47607052896725,1.72352941176471,5.14035087719298
"224","EPMI",9,9,"808","Waratah2003","EPMI_808",106,130,110,43,"3",212,16,25,1,43,0,0,0,0,"","",1,228,26,43,1.02013422818792,1.12871287128713,5.30232558139535
"225","EPMI",32,32,"901","Basin1981","EPMI_901",78,101,35,96,"4",243,19,37,38,96,0,0,0,0,"","",1,262,75,96,1.11489361702128,1.40106951871658,2.72916666666667
"226","EPMI",32,32,"902","Basin1981","EPMI_902",96,114,60,12,"4",60,0,30,0,12,0,0,0,0,"","",1,60,30,12,1.66666666666667,2,5
"227","EPMI",32,32,"903","Basin1981","EPMI_903",121,141,127,53,"N/A - bn 3&4",202,67,0,113,53,0,0,0,0,"","",1,269,113,53,1.47397260273973,1.72435897435897,5.07547169811321
"228","EPMI",32,32,"904","Basin1981","EPMI_904",112,136,210,82,"N/A - bn 4&5",260,54,145,30,82,0,0,0,0,"","",1,314,175,82,1.74444444444444,2.2589928057554,3.82926829268293
"229","EPMI",32,32,"905","Basin1981","EPMI_905",60,93,15,31,"5",157,3,15,33,31,0,0,0,0,"","",1,160,48,31,1.25490196078431,1.42857142857143,5.16129032258065
"230","EPMI",32,32,"906","Basin1981","EPMI_906",158,180,255,48,"N/A - bn 3&4",272,44,102,15,48,0,0,0,0,"","",1,316,117,48,1.41704035874439,1.58793969849246,6.58333333333333
"231","GRBU",7,7,"2","Basin2005","GRBU_002",177,239,215,80,"3",83,165,0,123,0,63,0,0,0,"","",0.564398307812476,211.845059548436,123,63,1.76031372075705,2.38443263615513,3.36261999283231
"232","GRBU",7,7,"3","Basin2005","GRBU_003",231,485,184,232,"N/A - bn 2&3",279,21,164,17,232,0,0,0,0,"","",0.564398307812476,178.467127879681,109.561322481246,130.940407412495,1.32811748963798,2.59001584623717,1.36296450733856
"233","GRBU",7,7,"8","Basin2005","GRBU_008",144,225,132,136,"N/A - bn 2&3",152,16,100,3,110,0,0,0,0,"","",0.564398307812476,101.788542787496,59.4398307812476,62.0838138593724,1.38694214960022,2.40358060411559,1.63953430789642
"234","GRBU",2.4,2.4,"151","Waratah2011","GRBU_151",200,338,130,45,"side branch",0,91,0,37,0,21,0,0,0,"LL along main axis, shoot extension on side branch where leaf # not known","",0.564398307812476,91,37,21,1.41085271317829,1.68518518518519,4.33333333333333
"235","GRBU",2.4,2.4,"152","Waratah2011","GRBU_152",288,702,495,343,"2",495,10,360,0,263,32,0,0,0,"","",0.564398307812476,289.377162367176,203.183390812492,180.436754954681,1.64034713003039,3.3572862301725,1.60375951363045
"236","GRBU",2.4,2.4,"153","Waratah2011","GRBU_153",228,539,222,360,"3",0,156,0,96,120,94,0,0,0,"bag 5x is leaf count for the 120 mm of new leaves","",0.564398307812476,156,96,161.727796937497,1.10745195678799,2.6,0.964583720016227
"237","GRBU",2.4,2.4,"156","Waratah2011","GRBU_156",153,299.5,240,172,"2",240,15,160,0,172,0,0,0,0,"","",0.564398307812476,150.455593874994,90.3037292499962,97.0765089437459,1.3842619285466,2.50126234345307,1.54986613663848
"238","GRBU",2.4,2.4,"157","Waratah2011","GRBU_157",121,372,207,245,"3",170,145,0,171,245,0,0,0,0,"","",0.564398307812476,240.947712328121,171,138.277585414057,1.73235866604909,3.44468323992997,1.7424929109561
"239","GRBU",1.4,1.35,"305","Wilunga2012","GRBU_305",134,385.33,32,202,"1",0,8,0,0,130,0,0,0,0,"","",0.564398307812476,8,0,73.3717800156219,0.17902742898489,1,0.109033745648486
"240","GRBU",1.4,1.35,"306","Wilunga2012","GRBU_306",201.67,568.33,198,463,"1",0,61,0,54,463,0,0,0,0,"","",0.564398307812476,61,54,261.316416517177,0.443126499840915,8.71428571428571,0.233433478129723
"241","GRBU",1.4,1.35,"307","Wilunga2012","GRBU_307",141,627,66,520,"1",0,15,0,4,520,4,0,0,0,"","",0.564398307812476,15,4,297.487120062488,0.0939004990064462,1.36363636363636,0.0504223510478343
"242","GRBU",1.4,1.35,"308","Wilunga2012","GRBU_308",159,451.67,57,350,"1",0,15,0,7,350,0,0,0,0,"","",0.564398307812476,15,7,197.539407734367,0.140489291032026,1.875,0.0759342157194814
"243","GRBU",1.4,1.35,"310","Wilunga2012","GRBU_310",95,426,53,540,"2",0,27,0,4,540,0,0,0,0,"","",0.564398307812476,27,4,304.775086218737,0.153944798594751,1.17391304347826,0.088589918339395
"244","GRBU",1.4,1.35,"311","Wilunga2012","GRBU_311",113,611,105,466,"3",107,27,0,13,0,53,5,0,0,"","",0.564398307812476,87.390618935935,13,58,0.845247081750093,1.17475321735387,1.50673480924026
"245","GRBU",1.4,1.35,"312","Wilunga2012","GRBU_312",118.33,481.67,93,472,"1",0,23,0,10,452,0,0,0,0,"","",0.564398307812476,23,10,255.108035131239,0.163638154201193,1.76923076923077,0.0901578814958444
"246","GRBU",1.4,1.35,"313","Wilunga2012","GRBU_313",141.5,598.33,73,420,"1",0,12,0,1,378,17,5,0,0,"","",0.564398307812476,12,1,235.342560353116,0.0932609047141991,1.09090909090909,0.0509895022047639
"247","GRBU",5,5,"402","Basin2007","GRBU_402",131,152,96,143,"3",291,0,96,52,143,0,0,0,0,"","",0.564398307812476,164.239907573431,106.182237549998,80.7089580171841,1.66889869989511,2.82890972901842,2.03496503496504
"248","GRBU",5,5,"403","Basin2007","GRBU_403",117,230,95,165,"3",202,0,95,46,165,0,0,0,0,"","",0.564398307812476,114.00845817812,99.6178392421853,93.1257207890586,1.87041756156386,7.92241519879512,1.22424242424242
"249","GRBU",5,5,"404","Basin2007","GRBU_404",86,191,50,108,"3",335,0,0,65,0,56,0,0,0,"","",0.564398307812476,189.07343311718,65,56,1.24330350963728,1.52388330335481,3.37631130566392
"250","GRBU",5,5,"405","Basin2007","GRBU_405",74,141,47,107,"3",100,1,47,0,107,0,0,0,0,"","",0.564398307812476,57.4398307812476,26.5267204671864,60.390618935935,0.939965899725982,1.85810583916302,0.951138302493345
"251","GRBU",5,5,"406","Basin2007","GRBU_406",124,165,54,130,"N/A - bn 2&3",234,0,100,15,130,0,0,0,0,"","",0.564398307812476,132.069204028119,71.4398307812477,73.3717800156219,1.35712733656675,2.1783039631691,1.8
"252","GRBU",5,5,"407","Basin2007","GRBU_407",108,272,90,150,"3",286,2,135,1,150,0,0,0,0,"","",0.564398307812476,163.417916034368,77.1937715546843,84.6597461718715,1.27120038042337,1.89526862830019,1.93029064489051
"253","GRBU",5,5,"408","Basin2007","GRBU_408",152,230,148,80,"3",257,22,110,12,67,13,0,0,0,"","",0.564398307812476,167.050365107806,74.0838138593724,50.8146866234359,1.4112095046676,1.79688676050162,3.28744259205492
"254","GRBU",9,9,"802","Waratah2003","GRBU_802",150,247,100,86,"4",257,4,80,1,86,0,0,0,0,"","",0.564398307812476,149.050365107806,46.1518646249981,48.538254471873,1.17207789263365,1.44851833999961,3.07078131938548
"255","GRBU",9,9,"803","Waratah2003","GRBU_803",178,271,175,105,"3",378,0,105,9,105,0,0,0,0,"","",0.564398307812476,213.342560353116,68.26182232031,59.26182232031,1.22111239484374,1.47050920229586,3.6
"256","GRBU",9,9,"804","Waratah2003","GRBU_804",147,330,110,71,"3",110,14,28,8,71,0,0,0,0,"","",0.564398307812476,76.0838138593724,23.8031526187493,40.0722798546858,1.05209042201213,1.45529555391801,1.89866446669057
"257","GRBU",9,9,"805","Waratah2003","GRBU_805",140,204,82,48,"3",174,51,130,0,48,0,0,0,0,"","",0.564398307812476,149.205305559371,73.3717800156219,27.0911187749989,1.66935369358661,1.96753750388795,5.50753576471214
"258","GRBU",9,9,"806","Waratah2003","GRBU_806",269,371,187,98,"5",187,80,70,6,112,0,14,0,0,"","",0.564398307812476,185.542483560933,45.5078815468733,77.2126104749974,1.03863379567176,1.32497597659687,2.40300751936129
